189,140,6,18,0.33
190,140,23,32,0.72
261,140,31,18,1.42
262,140,22,14,1.31
417,140,23,13,1.53
418,140,13,10,1.03
490,140,20,16,1.04
491,140,21,25,0.83
493,140,17,6,1.48
540,140,10,11,0.87
541,140,18,7,1.64
768,140,24,7,2.00
792,140,23,21,1.13
793,140,20,18,1.06
994,299,11,18,0.70
995,299,16,19,0.87
996,299,29,21,1.13
997,299,22,18,1.06
1047,299,16,9,1.28
1048,299,20,8,1.46
2036,140,11,21,0.60
2037,140,23,20,1.14
2139,140,14,18,0.75
2140,140,14,18,0.77
2144,140,32,16,1.61
2146,140,22,16,1.24
2147,140,23,23,0.90
2207,140,18,15,1.04
2208,140,7,16,0.53
2209,140,23,16,1.17
2230,140,25,22,1.12
2231,140,20,9,1.35
2254,140,17,8,1.48
2255,140,9,20,0.53
2277,140,17,18,0.98
2278,140,17,18,0.93
2498,140,12,13,0.99
2499,140,27,16,1.64
2662,140,18,12,1.20
2663,140,18,17,0.98
2709,140,17,18,0.93
2710,140,31,11,1.71
3321,420,16,24,0.67
3322,420,14,22,0.74
3804,532,28,18,1.69
3805,532,15,20,0.81
5841,532,15,18,0.96
5859,532,20,14,1.12
5872,532,10,15,0.77
5885,532,24,24,1.02
