8,48,14,20,0.75
250,48,17,18,1.04
251,48,21,17,1.07
252,48,30,18,1.43
1029,100,24,23,1.13
1030,100,18,23,0.77
2429,73,14,19,0.70
2430,73,11,16,0.71
2515,73,16,21,0.83
2516,73,19,25,0.80
2681,73,16,13,1.14
2682,73,15,13,1.04
3134,73,20,15,1.13
3135,73,24,13,1.36
3136,73,13,22,0.60
3164,73,22,22,0.95
3167,73,20,16,1.19
3169,73,11,17,0.60
3188,73,18,9,1.40
3189,73,23,13,1.42
3215,73,22,21,0.93
3217,73,14,17,0.91
3235,73,19,16,1.14
3558,525,12,22,0.64
3561,525,9,16,0.63
3763,531,16,22,0.78
3764,531,29,24,1.19
3870,531,12,19,0.75
3871,531,29,15,1.50
3872,531,17,21,0.91
3975,531,11,20,0.56
3976,531,20,14,1.21
3977,531,9,16,0.59
4308,531,21,19,1.12
4516,531,22,30,0.80
4517,531,15,18,0.87
4518,531,18,21,0.84
4593,531,5,17,0.31
4594,531,21,19,0.99
4608,531,14,12,0.97
4609,531,21,19,1.15
4762,531,19,19,1.02
4773,531,12,18,0.94
4776,531,21,7,1.85
4777,531,13,14,0.87
4859,531,16,19,0.85
4860,531,17,22,0.75
5107,531,26,29,0.94
5108,531,9,20,0.46
5492,531,16,22,0.75
5493,531,15,20,0.75
5495,531,9,17,0.61
5496,531,8,18,0.44
5554,531,23,15,1.48
5555,531,14,17,0.80
5572,531,16,14,1.07
5594,531,13,19,0.70
5595,531,23,19,1.28
5596,531,30,23,1.32
5615,531,23,24,0.96
5616,531,22,14,1.22
5631,531,11,20,0.61
5632,531,21,23,0.90
5633,531,15,15,0.99
5643,531,23,17,1.29
5993,525,23,21,1.07
5994,525,18,22,0.82
5995,525,17,16,1.01
6013,525,21,24,0.86
6014,525,12,13,0.94
6039,525,20,17,1.08
6050,525,15,14,0.96
6060,525,20,27,0.83
6089,525,43,30,1.32
6090,525,15,16,0.91
6146,525,18,28,0.67
6147,525,23,27,0.92
6148,525,20,9,1.45
6249,525,18,18,1.02
6250,525,12,13,0.85
6251,525,11,22,0.52
6295,525,23,19,1.08
6296,525,21,21,1.06
6297,525,22,15,1.28
6740,525,9,19,0.56
6741,525,33,21,1.47
6742,525,21,19,1.13
6763,525,27,17,1.41
6764,525,15,14,1.07
6800,525,17,19,0.93
6801,525,4,19,0.21
7084,525,18,14,1.19
7085,525,22,13,1.33
7086,525,14,15,0.84
7089,525,30,28,1.05
7090,525,17,14,1.10
7092,525,27,20,1.23
7093,525,27,28,0.91
7134,525,18,17,0.97
7135,525,17,17,0.98
7151,525,18,13,1.16
7152,525,9,22,0.48
7153,525,18,17,0.96
7170,525,22,20,1.03
7171,525,15,19,0.79
7196,525,11,26,0.45
7197,525,12,11,0.99
7198,525,13,20,0.66
7435,525,11,19,0.64
7436,525,22,14,1.30
7437,525,16,18,0.79
7472,525,22,25,0.90
7473,525,23,21,1.01
7656,525,13,19,0.70
7657,525,21,14,1.19
7658,525,13,21,0.63
7710,525,14,14,0.95
7711,525,20,12,1.39
7758,525,9,15,0.63
7759,525,24,22,1.06
7828,525,20,19,0.97
7833,525,10,21,0.56
7834,525,14,21,0.67
7835,525,19,17,1.02
7862,525,27,15,1.82
7863,525,23,21,1.14
7928,525,25,19,1.34
7929,525,17,19,0.81
7944,525,17,20,0.82
7952,525,16,14,0.98
7970,525,11,20,0.70
7992,525,13,18,0.74
7993,525,15,21,0.79
7994,525,26,34,0.81
8064,525,17,19,0.90
8065,525,14,18,0.79
8188,525,24,19,1.15
8189,525,21,23,0.91
8237,525,17,17,0.94
8238,525,17,17,1.06
8305,525,21,22,1.00
8306,525,14,14,1.05
8307,525,21,14,1.47
8332,525,13,16,0.90
8333,525,24,19,1.12
8354,525,16,12,1.10
8355,525,16,18,0.90
8371,525,37,34,1.13
8372,525,17,15,1.14
8373,525,22,18,1.16
9746,789,22,19,1.27
9747,789,24,20,1.16
9759,789,12,16,0.78
9760,789,32,20,1.41
9761,789,17,18,0.94
11840,1095,15,9,1.20
11841,1095,19,10,1.66
11842,1095,9,21,0.41
12035,1095,17,18,0.91
12036,1095,13,16,0.78
12296,1095,22,22,0.99
12297,1095,20,20,1.07
12394,1095,11,18,0.61
12395,1095,24,17,1.15
12396,1095,17,21,0.81
12413,1095,22,15,1.25
12414,1095,16,11,1.14
12415,1095,15,20,0.83
12416,1095,22,21,1.07
12417,1095,17,17,0.97
12446,1095,20,21,0.86
12447,1095,19,17,1.08
12448,1095,10,16,0.57
12451,1095,15,21,0.80
12457,1095,15,22,0.73
12460,1095,21,16,1.10
13137,525,9,18,0.50
13142,525,20,24,0.83
13144,525,29,36,0.81
14457,1174,14,18,0.75
14458,1174,17,31,0.64
14466,1174,6,20,0.33
14468,1174,8,13,0.72
14474,1174,8,17,0.52
14475,1174,8,17,0.48
14546,1174,12,19,0.65
14548,1174,8,20,0.42
14569,1174,14,17,0.82
14743,1174,18,9,1.35
14744,1174,17,23,0.76
14745,1174,14,13,0.93
14774,1174,17,15,0.98
14775,1174,14,12,0.98
14967,1174,18,11,1.25
14968,1174,14,20,0.72
14969,1174,27,19,1.26
14975,1174,4,17,0.26
14976,1174,17,19,0.92
14983,1174,15,19,0.92
14984,1174,9,19,0.53
14985,1174,17,14,1.15
15349,1304,14,17,0.85
15350,1304,19,22,0.87
15861,1348,19,16,1.02
15864,1348,21,14,1.21
15868,1348,18,18,0.95
15875,1348,24,20,1.10
15882,1348,10,17,0.66
15887,1348,17,18,0.90
15898,1348,17,16,0.99
15899,1348,17,19,0.87
15912,1348,8,19,0.45
15915,1348,6,18,0.34
15936,1348,14,8,1.17
15946,1348,11,19,0.63
15948,1348,21,15,1.12
16052,1348,6,16,0.41
16557,1385,15,24,0.64
16575,1385,21,16,1.08
16627,1385,17,18,0.92
16667,1385,4,19,0.21
16709,1385,6,16,0.35
16711,1385,12,18,0.65
16719,1385,11,16,0.73
16776,1396,13,18,0.71
16780,1396,8,17,0.43
17070,1174,19,19,0.97
17134,1174,7,17,0.50
17171,1174,6,17,0.40
17177,1174,14,21,0.69
