52,80,20,16,1.15
58,80,18,19,0.94
132,80,16,16,0.94
133,80,14,17,0.95
200,80,18,9,1.24
203,80,22,12,1.39
233,80,9,16,0.51
234,80,13,17,0.84
240,80,21,10,1.46
243,80,28,18,1.26
1265,80,21,26,0.81
1266,80,10,15,0.67
1267,80,13,14,0.96
1286,80,23,26,0.88
1287,80,14,17,0.82
1288,80,11,8,1.07
1416,80,16,19,0.82
1417,80,18,18,0.99
1447,80,6,20,0.33
1460,80,20,17,1.03
1868,80,8,16,0.54
1869,80,17,20,0.97
1883,80,25,18,1.24
1884,80,19,22,0.82
1885,80,21,20,1.06
1914,80,21,19,1.08
1925,80,12,20,0.66
1940,80,20,13,1.31
1941,80,7,16,0.44
1947,80,19,10,1.43
1955,80,18,12,1.23
2017,80,20,13,1.19
2030,80,15,9,1.17
2051,80,23,13,1.44
2446,80,14,23,0.70
2447,80,12,18,0.68
2448,80,11,21,0.58
2486,80,14,21,0.70
2487,80,16,20,0.79
2488,80,18,20,1.01
2581,80,24,16,1.29
2582,80,40,44,0.87
2583,80,19,18,0.97
2637,80,14,18,0.81
2639,80,17,20,0.87
3029,80,18,12,1.17
3030,80,13,23,0.51
3031,80,14,15,0.89
3062,80,28,8,1.90
3063,80,27,12,1.85
3064,80,14,19,0.76
3179,80,17,21,0.76
3180,80,11,18,0.64
3304,80,11,13,0.91
3310,80,13,18,0.77
3371,80,16,15,0.94
3372,80,16,20,0.73
3373,80,25,17,1.42
3484,80,12,12,0.90
3488,80,7,17,0.52
3492,80,15,6,1.37
3495,80,12,11,0.98
3530,80,22,15,1.28
3533,80,19,11,1.29
3552,80,19,22,0.87
3554,80,8,17,0.55
3571,80,21,15,1.24
3572,80,16,18,0.89
3592,80,18,19,0.84
3593,80,21,15,1.29
3597,80,7,17,0.51
3717,80,22,17,1.25
3733,80,12,19,0.66
4900,57,18,28,0.70
4904,57,16,18,0.83
4907,57,21,19,1.16
4910,57,18,18,0.91
4913,57,14,19,0.83
5089,57,19,19,1.07
5097,57,37,28,1.28
5215,57,11,18,0.68
5227,57,10,20,0.54
5240,57,17,13,1.14
5258,57,13,18,0.74
5279,57,26,14,1.52
5304,57,15,8,1.21
5307,57,12,14,0.86
5421,57,13,10,1.10
5422,57,22,27,0.77
5430,57,17,19,0.93
5431,57,19,17,1.08
5432,57,9,10,0.84
5448,57,16,16,0.97
5449,57,10,21,0.55
5450,57,17,21,0.79
5471,57,19,20,0.99
5472,57,16,19,0.84
5504,57,16,10,1.22
5505,57,14,6,1.30
5506,57,17,21,0.75
5510,57,12,17,0.77
5511,57,12,18,0.68
5514,57,20,16,1.06
5515,57,15,13,1.04
5516,57,12,23,0.55
5692,57,13,17,0.87
5693,57,14,21,0.70
5726,57,18,19,0.96
5727,57,13,21,0.66
5730,57,13,14,0.99
5731,57,17,17,0.93
5749,57,13,17,0.74
5750,57,6,20,0.28
5761,57,11,14,0.77
5762,57,16,14,0.97
5868,57,17,14,1.01
5869,57,17,18,0.86
6051,57,23,20,1.12
6052,57,10,20,0.53
6237,57,25,29,0.86
6238,57,16,17,0.89
6302,57,9,14,0.69
6303,57,25,21,1.11
6338,57,15,9,1.17
6339,57,13,19,0.70
6409,57,21,12,1.35
6410,57,8,20,0.45
6411,57,21,20,1.01
6574,57,18,16,1.14
6575,57,13,10,1.03
6608,57,23,19,1.17
6609,57,17,11,1.18
6610,744,18,18,1.03
6623,57,17,22,0.90
6624,57,15,19,0.81
6659,57,32,23,1.17
6660,57,17,6,1.46
6838,57,10,18,0.60
6839,57,11,17,0.84
6840,57,6,20,0.33
6867,57,13,20,0.69
7157,57,26,16,1.35
7164,57,14,18,0.81
7176,57,24,18,1.16
7222,57,20,21,0.98
7223,57,19,15,1.09
7322,57,12,16,0.75
7456,57,20,17,1.03
7463,57,24,12,1.62
7486,57,17,16,0.97
7487,57,16,21,0.76
7616,57,23,18,1.09
7650,57,16,12,1.15
7685,57,20,17,1.09
7712,57,11,12,0.90
7713,57,14,24,0.61
7723,57,22,13,1.53
7724,57,32,29,1.10
7725,57,13,19,0.73
7740,57,14,4,1.38
7741,57,23,12,1.40
7742,57,12,19,0.67
7777,57,16,14,1.08
7804,57,21,11,1.50
7836,57,19,20,0.98
7887,57,15,18,0.82
7984,57,10,14,0.78
8009,57,12,18,0.73
8018,57,17,22,0.81
8026,57,11,18,0.67
8109,57,17,9,1.54
8110,57,10,8,1.11
8121,57,14,7,1.21
8157,57,17,19,1.00
8159,57,16,14,1.02
8271,57,15,18,0.80
8274,57,22,8,1.71
8282,57,18,22,0.84
8293,57,20,23,0.82
8322,57,10,16,0.68
8343,57,16,11,1.20
8348,57,29,22,1.39
8508,57,19,17,1.07
8676,57,28,16,1.59
8695,57,28,14,1.70
8727,57,19,16,1.10
8743,57,24,22,1.04
8746,57,15,18,0.84
8784,57,17,23,0.76
8816,57,11,19,0.66
8817,57,12,21,0.67
8880,57,16,9,1.13
8881,57,9,21,0.52
8882,57,16,21,0.81
8883,57,21,10,1.53
8884,57,26,20,1.20
8890,57,15,12,1.05
8891,57,21,12,1.30
8892,57,22,21,1.05
8893,57,12,18,0.73
8894,57,17,17,0.95
9065,57,16,18,0.83
9066,57,24,17,1.35
9071,57,12,14,0.85
9072,57,20,12,1.32
9095,57,17,12,1.17
9099,57,12,9,1.06
9146,57,20,10,1.32
9213,57,22,14,1.37
9235,966,25,16,1.32
9241,57,21,19,1.16
9266,57,13,18,0.73
9289,966,19,10,1.38
9437,57,15,16,0.92
9438,57,16,20,0.77
9459,57,14,17,0.95
9466,57,18,20,0.96
9769,57,27,27,0.88
9770,57,12,16,0.79
10082,57,14,18,0.89
10083,57,29,22,1.14
10087,57,13,15,0.81
10088,57,13,16,0.77
10089,57,22,13,1.36
10096,57,20,15,1.21
10097,57,10,20,0.58
10126,57,20,27,0.76
10135,57,15,6,1.28
10260,57,20,15,1.23
10261,57,22,12,1.39
10433,57,19,17,0.97
10434,57,13,17,0.77
10435,57,16,5,1.49
10442,57,21,21,0.96
10449,57,14,19,0.76
10451,57,9,9,0.92
10458,57,20,17,1.07
10464,57,15,13,0.98
10468,57,16,18,0.79
10659,57,26,26,0.99
10660,57,9,21,0.46
10674,57,23,19,1.14
10675,57,22,11,1.61
10682,57,16,15,0.97
10687,57,18,10,1.37
10693,57,20,12,1.39
10722,57,32,21,1.64
10723,57,19,20,0.99
10728,57,18,12,1.30
10734,57,18,18,0.93
10739,57,19,18,0.97
10742,57,26,31,0.83
10744,57,18,18,1.00
10746,57,21,14,1.16
10752,57,27,26,1.03
10753,57,22,18,1.06
10755,57,15,17,0.82
10760,57,24,18,1.26
10761,57,11,11,0.94
10762,57,19,14,1.14
10774,57,11,10,0.94
10775,57,36,22,1.45
10776,57,15,20,0.78
10785,57,14,13,1.00
10786,57,15,20,0.72
10787,57,13,12,0.94
10795,57,19,21,0.92
10796,57,21,5,1.89
10797,57,23,27,0.92
10840,57,17,20,0.86
10847,57,15,20,0.83
10854,57,19,28,0.69
10876,57,20,16,1.12
10877,57,23,12,1.60
10878,57,22,20,1.12
10888,57,3,14,0.32
10900,57,24,29,0.83
10913,57,20,31,0.66
10914,57,8,18,0.47
10915,57,21,15,1.20
10916,57,16,23,0.70
10917,57,18,16,1.04
10918,57,21,7,1.64
10933,57,19,21,0.95
10937,57,21,15,1.25
10939,57,23,17,1.15
10947,57,16,14,1.10
10949,57,21,15,1.09
10982,57,8,7,0.93
10986,57,8,17,0.51
10987,57,18,20,0.85
11007,57,17,22,0.79
11012,57,15,12,1.04
11032,57,24,11,1.74
11033,57,21,23,0.84
11073,57,16,20,0.83
11080,57,12,17,0.71
11091,57,20,16,1.05
11098,57,18,6,1.61
11104,57,16,7,1.43
11110,57,22,17,1.05
11120,57,18,17,0.98
11121,57,15,20,0.72
11122,57,14,19,0.78
11123,57,18,9,1.24
11158,57,12,5,1.37
11159,57,17,12,1.13
11211,57,22,6,2.22
11224,57,11,14,0.75
11235,57,19,9,1.54
11266,57,22,22,0.98
11267,57,19,18,0.96
11271,57,13,20,0.69
11283,57,18,10,1.29
11284,57,22,12,1.41
11301,57,6,10,0.65
11302,57,20,14,1.15
11314,57,15,11,1.22
11315,57,20,6,1.60
11322,57,21,9,1.50
11323,57,18,17,0.99
11328,57,13,18,0.75
11329,57,13,19,0.71
11330,57,10,23,0.51
11333,57,16,16,1.02
11334,57,22,13,1.19
11360,57,20,9,1.43
11361,57,30,21,1.56
11362,57,20,25,0.76
11375,57,21,17,1.04
11376,57,19,18,1.11
11377,57,28,26,1.04
11579,57,24,19,1.29
11599,57,9,17,0.60
11637,57,28,19,1.37
11638,57,17,22,0.78
11656,57,12,20,0.68
11657,57,19,22,0.83
11679,57,16,18,0.89
11680,57,27,22,1.09
11702,57,25,13,1.52
11703,57,19,19,1.06
11704,57,21,9,1.61
11713,57,14,20,0.75
11754,543,20,19,1.04
11787,57,6,16,0.44
11788,57,18,20,0.99
11791,57,16,5,1.52
11792,57,19,8,1.69
11801,57,12,19,0.67
11802,57,11,13,0.83
11808,57,25,17,1.26
11809,57,16,15,0.95
11859,57,22,22,0.91
11965,57,14,17,0.85
11966,57,16,20,0.79
11967,57,11,18,0.65
11969,57,30,24,1.18
11970,57,21,14,1.19
11978,57,18,15,1.14
11980,57,42,28,1.34
12051,57,12,20,0.60
12086,57,8,18,0.50
12087,57,23,11,1.46
12088,57,18,18,0.93
12112,57,22,21,1.09
12117,57,20,13,1.33
12185,57,25,18,1.14
12186,57,20,7,1.71
12204,57,21,20,0.99
12205,57,28,19,1.27
12279,57,21,16,1.08
12280,57,14,18,0.88
12281,57,15,20,0.83
12282,57,57,46,1.21
12283,57,22,15,1.19
12316,57,18,21,0.96
12387,57,11,18,0.69
12388,57,17,19,0.86
12389,57,16,18,0.85
12545,57,16,25,0.63
12546,57,6,18,0.42
12547,57,15,23,0.67
12558,57,15,6,1.40
12559,57,13,15,0.92
12560,57,17,17,0.95
12566,57,16,7,1.46
12567,57,14,10,1.08
12591,57,21,16,1.11
12901,57,11,5,1.20
12902,57,18,16,1.10
12908,57,15,5,1.55
12909,57,19,12,1.18
12920,57,22,6,1.86
12921,57,16,23,0.72
12922,57,16,19,0.82
12937,57,18,21,0.87
12938,57,18,19,0.97
12959,57,16,12,1.10
12960,57,25,12,1.57
12961,57,19,11,1.38
12962,57,19,18,0.91
12965,57,17,14,1.01
12966,57,15,15,1.14
12983,57,19,11,1.28
12984,57,26,7,1.89
12990,57,11,5,1.32
12991,57,17,16,0.93
12998,57,30,30,0.96
12999,57,13,10,1.08
13000,57,24,12,1.50
13001,57,19,14,1.14
13002,57,21,17,1.12
13004,57,10,15,0.67
13005,57,17,28,0.67
13006,57,19,16,1.03
13011,57,15,6,1.21
13015,57,18,16,1.09
13016,57,14,19,0.76
13027,57,18,9,1.43
13028,57,15,22,0.71
13029,57,18,16,0.96
13045,57,16,15,0.94
13049,57,13,19,0.72
13075,57,17,20,0.87
13082,57,19,18,1.01
13087,57,23,9,1.58
13099,57,20,20,0.97
13110,57,10,22,0.63
13120,57,13,16,0.79
13121,57,19,20,0.98
13122,57,14,23,0.66
13123,57,10,18,0.58
13147,57,11,9,0.97
13150,57,14,17,0.77
13151,57,24,25,0.92
13152,57,14,20,0.74
13154,57,10,13,0.82
13157,57,13,19,0.75
13161,57,20,15,1.13
13162,57,8,22,0.48
13166,57,24,13,1.38
13186,345,20,13,1.21
13187,345,21,23,0.93
13188,345,20,16,1.17
13191,345,17,11,1.29
13192,345,23,17,1.13
13193,345,13,15,0.90
13199,345,20,11,1.40
13204,345,21,15,1.13
13207,345,17,23,0.70
13248,345,21,14,1.22
13249,345,15,9,1.19
13250,345,15,17,0.85
13264,345,21,8,1.85
13265,345,23,13,1.41
13266,345,22,16,1.23
13359,345,29,5,2.46
13360,345,19,10,1.48
13372,966,25,13,1.48
13373,966,7,21,0.39
13374,966,25,14,1.38
13379,966,16,24,0.72
13380,966,16,12,1.04
13383,966,18,17,0.97
13384,966,20,21,1.11
13385,966,21,16,1.14
13410,345,24,16,1.29
13411,345,23,12,1.33
13472,345,28,24,1.14
13473,345,9,17,0.53
13474,345,14,9,1.16
13475,345,26,17,1.36
13476,345,23,16,1.22
13482,345,11,18,0.66
13483,345,26,14,1.37
13492,345,22,19,1.08
13496,345,13,11,1.00
13584,966,14,22,0.63
13585,966,24,15,1.38
13597,345,29,17,1.59
13598,345,27,22,1.15
13599,345,5,19,0.30
13600,345,14,20,0.70
13606,345,10,2,1.31
13607,345,12,10,1.04
13608,345,23,19,1.24
13622,966,24,19,1.09
13623,966,21,16,1.22
13626,345,20,21,0.92
13634,345,11,19,0.60
13635,345,14,20,0.73
13639,345,23,19,1.15
13640,345,21,16,1.30
13652,345,21,14,1.30
13653,345,20,15,1.24
13694,345,9,15,0.66
13702,345,22,24,0.95
13715,345,21,10,1.58
13722,345,20,15,1.23
13732,345,17,5,1.74
13733,345,12,21,0.62
13734,345,18,13,1.10
13735,345,19,18,1.07
13736,345,7,5,0.98
13738,345,4,17,0.26
13739,345,22,17,1.11
13769,345,13,20,0.72
13770,345,37,43,0.87
13777,345,12,19,0.67
13779,345,16,11,1.23
13781,345,25,18,1.41
13782,345,14,10,1.08
13792,345,24,12,1.37
13793,345,20,19,1.03
13794,345,17,19,0.85
13801,345,19,18,1.01
13802,345,18,6,1.69
13822,345,20,16,1.15
13823,345,12,14,0.83
13841,345,17,12,1.20
13842,345,20,19,1.02
13843,345,24,25,1.02
13844,345,18,12,1.19
13854,345,24,10,1.83
13855,345,21,8,1.53
13856,345,19,13,1.25
13857,345,13,16,0.82
13869,345,19,12,1.35
13870,345,17,19,0.93
13871,345,12,18,0.66
13884,345,18,17,0.95
13885,345,28,18,1.40
