2015,05,31, TSM, 16, dignitas, 08, train, 16, 16, 0.90 
2015,05,31, TSM, 01, Titan, 16, dust2, 13, 17, 0.81 
2015,05,30, EnVyUs, 16, TSM, 19, inferno, 23, 26, 0.89 
2015,05,28, TSM, 13, mousesports, 16, cobblestone, 14, 24, 0.62 
2015,05,28, fnatic, 14, TSM, 16, train, 15, 25, 0.59 
2015,05,28, fnatic, 08, TSM, 16, dust2, 19, 18, 1.08 
2015,05,28, fnatic, 16, TSM, 09, cache, 16, 22, 0.73 
2015,05,27, TSM, 16, NiP, 03, overpass, 15, 12, 1.14 
2015,05,25, dignitas, 13, TSM, 16, cache, 18, 18, 1.01 
2015,05,22, TSM, 16, LGB, 14, cache, 20, 22, 0.93 
2015,05,22, TSM, 16, LGB, 05, mirage, 18, 10, 1.31 
2015,05,21, TSM, 13, EnVyUs, 16, inferno, 14, 25, 0.66 
2015,05,21, TSM, 16, EnVyUs, 08, cache, 22, 16, 1.35 
2015,05,20, fnatic, 15, TSM, 19, mirage, 26, 25, 1.08 
2015,05,20, PENTA, 08, TSM, 16, mirage, 14, 15, 0.87 
2015,05,20, TSM, 16, dignitas, 12, train, 17, 18, 0.90 
2015,05,20, dignitas, 09, TSM, 16, inferno, 10, 14, 0.72 
2015,05,19, dignitas, 08, TSM, 16, inferno, 16, 19, 0.99 
2015,05,19, TSM, 16, dignitas, 08, cache, 16, 16, 0.95 
2015,05,18, TSM, 16, FlipSid3, 01, cache, 18, 11, 1.38 
2015,05,14, TSM, 16, dignitas, 06, inferno, 12, 11, 0.94 
2015,05,14, dignitas, 16, TSM, 08, cache, 09, 18, 0.54 
2015,05,14, TSM, 16, dignitas, 13, mirage, 17, 21, 0.81 
2015,05,13, mousesports, 16, PENTA, 07, inferno, 17, 17, 0.98 
2015,05,13, PENTA, 05, mousesports, 01, dust2, 01, 05, 0.28 
2015,05,12, Titan, 16, TSM, 12, inferno, 16, 22, 0.82 
2015,05,12, fnatic, 16, TSM, 06, overpass, 06, 19, 0.37 
2015,05,12, TSM, 09, Virtus.pro, 16, dust2, 15, 19, 0.84 
2015,05,11, mousesports, 10, TSM, 16, cobblestone, 19, 17, 0.98 
2015,05,11, PENTA, 03, TSM, 16, inferno, 11, 11, 0.92 
2015,05,11, ENCORE, 05, TSM, 16, mirage, 17, 12, 1.22 
2015,05,11, TSM, 16, ENCORE, 02, cache, 17, 08, 1.60 
2015,05,03, NiP, 12, TSM, 16, cache, 30, 19, 1.60 
2015,05,03, TSM, 21, NiP, 18, dust2, 22, 27, 0.79 
2015,05,03, NiP, 16, TSM, 01, inferno, 09, 16, 0.66 
2015,05,03, fnatic, 11, TSM, 16, inferno, 25, 14, 1.47 
2015,05,03, fnatic, 13, TSM, 16, mirage, 21, 25, 0.80 
2015,05,02, NatusVincere, 13, TSM, 16, mirage, 25, 22, 1.18 
2015,05,02, NatusVincere, 08, TSM, 16, cache, 19, 18, 1.11 
2015,05,02, NatusVincere, 16, TSM, 06, overpass, 18, 17, 1.32 
2015,05,02, Virtus.pro, 16, TSM, 12, overpass, 14, 25, 0.59 
2015,05,02, Virtus.pro, 06, TSM, 16, inferno, 18, 12, 1.24 
2015,05,02, Virtus.pro, 16, TSM, 04, mirage, 10, 18, 0.59 
2015,05,01, NatusVincere, 08, TSM, 16, mirage, 25, 17, 1.35 
2015,05,01, NatusVincere, 13, TSM, 16, cache, 21, 22, 1.00 
2015,05,01, NatusVincere, 16, TSM, 14, overpass, 18, 19, 0.89 
2015,04,29, NatusVincere, 16, TSM, 14, mirage, 34, 23, 1.52 
2015,04,29, TSM, 16, NatusVincere, 08, inferno, 22, 14, 1.38 
2015,04,29, TSM, 10, NatusVincere, 16, overpass, 12, 19, 0.63 
2015,04,28, TSM, 16, dignitas, 14, dust2, 27, 19, 1.30 
2015,04,28, dignitas, 14, TSM, 16, cache, 20, 20, 0.98 
2015,04,26, fnatic, 11, TSM, 16, overpass, 13, 21, 0.58 
2015,04,26, fnatic, 16, TSM, 11, dust2, 15, 18, 0.80 
2015,04,26, TSM, 16, fnatic, 11, mirage, 21, 23, 1.03 
2015,04,25, NiP, 14, TSM, 16, dust2, 17, 19, 0.91 
2015,04,25, NiP, 12, TSM, 16, inferno, 17, 22, 0.87 
2015,04,24, fnatic, 13, TSM, 16, inferno, 25, 21, 1.16 
2015,04,24, fnatic, 12, TSM, 16, dust2, 18, 18, 0.95 
2015,04,22, mousesports, 03, TSM, 16, mirage, 18, 11, 1.41 
2015,04,22, mousesports, 16, TSM, 14, dust2, 22, 14, 1.22 
2015,04,22, TSM, 16, mousesports, 07, inferno, 21, 13, 1.29 
2015,04,16, EnVyUs, 09, TSM, 16, inferno, 18, 14, 1.22 
2015,04,15, NatusVincere, 14, TSM, 16, dust2, 20, 21, 0.90 
2015,04,15, EnVyUs, 23, TSM, 26, dust2, 35, 35, 1.04 
2015,04,14, TSM, 12, NatusVincere, 16, inferno, 10, 17, 0.62 
2015,04,13, fnatic, 25, TSM, 23, inferno, 30, 37, 0.82 
2015,04,13, TSM, 13, fnatic, 16, dust2, 14, 20, 0.76 
2015,04,13, TSM, 11, fnatic, 16, overpass, 14, 20, 0.77 
2015,04,12, Titan, 16, TSM, 14, inferno, 15, 21, 0.74 
2015,04,12, TSM, 16, Titan, 10, dust2, 31, 14, 1.83 
2015,04,12, Titan, 19, TSM, 17, cache, 16, 29, 0.58 
2015,04,10, TSM, 16, dignitas, 13, mirage, 32, 15, 1.88 
2015,04,10, TSM, 09, dignitas, 16, cache, 13, 19, 0.67 
2015,04,10, dignitas, 09, TSM, 16, inferno, 22, 13, 1.29 
2015,04,10, Virtus.pro, 12, TSM, 16, mirage, 24, 17, 1.20 
2015,04,10, TSM, 14, Virtus.pro, 16, cache, 21, 22, 0.98 
2015,04,10, Virtus.pro, 12, TSM, 16, overpass, 19, 20, 0.91 
2015,04,07, Titan, 16, TSM, 06, cobblestone, 12, 19, 0.70 
2015,04,07, fnatic, 10, TSM, 16, mirage, 25, 16, 1.36 
2015,04,06, Virtus.pro, 06, TSM, 16, inferno, 20, 12, 1.42 
2015,04,04, Virtus.pro, 16, TSM, 10, inferno, 13, 22, 0.61 
2015,04,04, TSM, 14, Virtus.pro, 16, cobblestone, 12, 22, 0.61 
2015,04,04, TSM, 16, dignitas, 09, inferno, 13, 14, 0.89 
2015,04,04, TSM, 14, Virtus.pro, 16, cache, 21, 20, 1.02 
2015,04,04, TSM, 14, Virtus.pro, 16, nuke, 16, 19, 0.86 
2015,04,04, Virtus.pro, 12, TSM, 16, mirage, 25, 19, 1.19 
2015,04,04, LGB, 14, TSM, 16, overpass, 26, 20, 1.18 
2015,04,04, TSM, 16, LGB, 01, inferno, 19, 11, 1.56 
2015,04,04, dignitas, 06, TSM, 16, mirage, 16, 11, 1.25 
2015,04,04, TSM, 16, dignitas, 06, nuke, 15, 11, 1.14 
2015,04,03, TSM, 16, SpaceSoldiers, 08, dust2, 21, 16, 1.27 
2015,04,03, SpaceSoldiers, 04, TSM, 16, inferno, 16, 11, 1.30 
2015,04,03, TSM, 16, Acer, 05, cobblestone, 18, 15, 1.09 
2015,04,03, TSM, 16, Acer, 04, nuke, 17, 05, 1.53 
2015,04,03, TSM, 16, jQntefabrikkeN, 02, mirage, 19, 07, 1.61 
2015,04,03, TSM, 16, jQntefabrikkeN, 04, inferno, 18, 15, 1.36 
2015,03,31, LGB, 11, TSM, 16, dust2, 17, 18, 0.86 
2015,03,29, TSM, 13, NiP, 16, nuke, 10, 22, 0.53 
2015,03,29, NiP, 16, TSM, 06, dust2, 15, 20, 0.83 
2015,03,28, TSM, 16, Titan, 05, dust2, 17, 11, 1.20 
2015,03,28, TSM, 14, Titan, 16, cache, 18, 21, 0.86 
2015,03,28, TSM, 16, Titan, 14, inferno, 14, 17, 0.77 
2015,03,28, TSM, 19, Virtus.pro, 17, overpass, 17, 24, 0.81 
2015,03,28, TSM, 12, Virtus.pro, 16, inferno, 22, 21, 1.21 
2015,03,28, Virtus.pro, 12, TSM, 16, cache, 18, 21, 0.87 
2015,03,27, NatusVincere, 16, TSM, 11, overpass, 16, 21, 0.76 
2015,03,27, TSM, 15, NatusVincere, 19, dust2, 17, 27, 0.71 
2015,03,27, NatusVincere, 11, TSM, 16, inferno, 15, 17, 0.81 
2015,03,25, fnatic, 14, TSM, 16, cache, 23, 22, 1.05 
2015,03,25, TSM, 08, fnatic, 16, cobblestone, 15, 20, 0.80 
2015,03,25, TSM, 16, fnatic, 14, inferno, 19, 22, 0.92 
2015,03,24, fnatic, 11, TSM, 16, cache, 20, 19, 0.99 
2015,03,24, fnatic, 07, TSM, 16, dust2, 10, 13, 0.74 
2015,03,23, TSM, 16, NatusVincere, 12, dust2, 16, 22, 0.67 
2015,03,23, TSM, 16, NatusVincere, 04, inferno, 20, 11, 1.49 
2015,03,18, TSM, 12, NiP, 16, nuke, 24, 16, 1.19 
2015,03,14, NiP, 16, TSM, 12, nuke, 11, 24, 0.49 
2015,03,14, NiP, 04, TSM, 16, inferno, 12, 11, 0.98 
2015,03,14, TSM, 08, NiP, 16, dust2, 15, 19, 0.81 
2015,03,12, TSM, 16, Cloud9, 08, overpass, 22, 18, 1.11 
2015,03,12, TSM, 16, 3DMAX, 10, nuke, 22, 18, 1.25 
2015,03,12, TSM, 14, Cloud9, 16, nuke, 25, 19, 1.17 
2015,03,01, NiP, 16, TSM, 02, nuke, 04, 18, 0.19 
2015,02,25, TSM, 16, Titan, 03, nuke, 16, 10, 1.36 
2015,02,19, LGB, 21, TSM, 18, mirage, 16, 29, 0.67 
2015,02,19, Virtus.pro, 16, TSM, 13, mirage, 16, 25, 0.67 
2015,02,18, fnatic, 16, TSM, 09, inferno, 16, 18, 0.83 
2015,01,25, dignitas, 19, fnatic, 17, mirage, 16, 27, 0.64 
2015,01,25, fnatic, 07, dignitas, 16, nuke, 15, 13, 1.03 
2015,01,25, dignitas, 05, LDLC, 16, cache, 11, 19, 0.63 
2015,01,25, dignitas, 16, LDLC, 14, inferno, 15, 21, 0.74 
2015,01,25, LDLC, 16, dignitas, 10, dust2, 13, 20, 0.65 
2015,01,24, Cloud9, 02, dignitas, 16, dust2, 22, 13, 1.54 
2015,01,24, dignitas, 16, KaBuM.TD, 04, dust2, 10, 11, 0.93 
2015,01,24, dignitas, 17, NiP, 19, dust2, 24, 23, 0.96 
2015,01,15, NiP, 16, dignitas, 10, dust2, 20, 19, 1.04 
2015,01,15, dignitas, 16, NiP, 14, nuke, 20, 19, 0.91 
2015,01,15, dignitas, 09, NiP, 16, cache, 12, 20, 0.61 
2015,01,14, dignitas, 16, myXMG, 01, nuke, 20, 09, 1.81 
2015,01,14, myXMG, 09, dignitas, 16, cobblestone, 18, 20, 0.95 
2015,01,13, dignitas, 16, GGWP, 02, dust2, 23, 07, 1.99 
2015,01,13, dignitas, 16, GGWP, 01, nuke, 17, 09, 1.49 
2015,01,13, Epsilon, 15, dignitas, 19, dust2, 30, 26, 1.19 
2015,01,13, dignitas, 16, Epsilon, 13, cache, 27, 19, 1.30 
2014,12,10, dignitas, 16, myKPV, 12, mirage, 20, 17, 1.19 
2014,12,10, myKPV, 11, dignitas, 16, nuke, 16, 16, 0.91 
2014,12,06, iBUYPOWER, 16, mousesports, 07, dust2, 12, 19, 0.65 
2014,12,06, mousesports, 14, iBUYPOWER, 16, cache, 25, 17, 1.26 
2014,12,06, mousesports, 11, Cloud9, 16, train, 16, 20, 0.81 
2014,12,06, mousesports, 16, Cloud9, 12, mirage, 22, 18, 1.18 
2014,12,06, Cloud9, 16, mousesports, 14, cache, 17, 27, 0.61 
2014,11,25, FlipSid3, 09, mousesports, 16, dust2, 17, 18, 0.96 
2014,11,25, FlipSid3, 15, mousesports, 19, mirage, 23, 20, 1.02 
2014,11,17, Virtus.pro, 14, mousesports, 16, mirage, 19, 25, 0.88 
2014,11,16, mousesports, 10, Cloud9, 16, mirage, 16, 24, 0.62 
2014,11,16, mousesports, 14, Cloud9, 16, dust2, 16, 18, 0.95 
2014,11,15, mousesports, 16, CPHWolves, 05, inferno, 16, 16, 1.05 
2014,11,15, mousesports, 16, CPHWolves, 04, cache, 25, 11, 1.88 
2014,11,15, mousesports, 16, k1ck, 07, dust2, 27, 11, 1.68 
2014,11,15, mousesports, 16, k1ck, 01, cache, 23, 05, 2.30 
2014,11,14, mousesports, 16, LondonConspiracy, 11, mirage, 16, 17, 0.95 
2014,11,14, LondonConspiracy, 08, mousesports, 16, overpass, 16, 12, 1.09 
2014,11,13, Titan, 11, mousesports, 16, cobblestone, 22, 21, 0.99 
2014,11,09, FlipSid3, 26, mousesports, 31, cache, 52, 42, 1.18 
2014,11,09, mousesports, 16, FlipSid3, 14, overpass, 13, 20, 0.69 
2014,10,31, Cipangu.GO, 04, mousesports, 16, cache, 21, 12, 1.52 
2014,10,31, dignitas, 16, mousesports, 05, dust2, 08, 19, 0.42 
2014,10,31, mousesports, 16, 3DMAX, 09, dust2, 21, 17, 1.29 
2014,10,31, iBUYPOWER, 16, mousesports, 08, cache, 15, 20, 0.73 
2014,10,31, mousesports, 16, GPlay, 14, mirage, 27, 22, 1.18 
2014,10,27, mousesports, 13, NatusVincere, 16, dust2, 10, 23, 0.50 
2014,10,27, NatusVincere, 08, mousesports, 16, mirage, 20, 17, 1.18 
2014,10,27, NatusVincere, 16, mousesports, 14, nuke, 29, 18, 1.46 
2014,10,21, Planetkey, 16, mousesports, 09, overpass, 16, 18, 0.88 
2014,10,21, Planetkey, 16, mousesports, 14, mirage, 16, 24, 0.72 
2014,10,15, mousesports, 10, LDLC, 16, overpass, 18, 21, 0.91 
2014,10,15, LDLC, 14, mousesports, 16, mirage, 17, 21, 0.80 
2014,10,15, LDLC, 16, mousesports, 06, dust2, 13, 19, 0.74 
2014,10,07, mousesports, 16, Property, 06, cobblestone, 24, 15, 1.46 
2014,10,07, mousesports, 16, Property, 14, inferno, 23, 18, 1.24 
2014,10,07, Property, 16, mousesports, 13, cache, 25, 22, 1.20 
2014,10,07, Property, 10, mousesports, 16, dust2, 20, 15, 1.17 
2014,10,02, CPHWolves, 14, NiP, 16, nuke, 16, 25, 0.70 
2014,10,02, CPHWolves, 09, NiP, 16, dust2, 11, 19, 0.59 
2014,10,01, CPHWolves, 16, Isak, 04, dust2, 18, 09, 1.43 
2014,10,01, Isak, 13, CPHWolves, 16, cache, 19, 23, 0.84 
2014,10,01, LDLC, 16, CPHWolves, 11, inferno, 19, 18, 1.12 
2014,09,29, Titan, 19, CPHWolves, 16, cache, 27, 25, 1.13 
2014,09,29, LDLC, 16, CPHWolves, 04, dust2, 08, 16, 0.53 
2014,09,26, CPHWolves, 07, NatusVincere, 16, dust2, 11, 17, 0.68 
2014,09,26, dAT, 11, CPHWolves, 16, nuke, 19, 19, 0.94 
2014,09,26, CPHWolves, 16, OverGaming, 14, dust2, 13, 20, 0.67 
2014,09,25, CPHWolves, 13, 3DMAX, 16, cache, 24, 18, 1.26 
2014,09,25, dignitas, 16, CPHWolves, 14, inferno, 09, 20, 0.52 
2014,09,19, CPHWolves, 16, mousesports, 02, cache, 16, 10, 1.30 
2014,09,18, CPHWolves, 16, myXMG, 12, dust2, 24, 18, 1.24 
2014,09,18, myXMG, 17, CPHWolves, 19, mirage, 19, 26, 0.73 
2014,09,18, CPHWolves, 15, Virtus.pro, 15, cache, 24, 18, 1.17 
2014,09,16, Epsilon, 16, CPHWolves, 04, overpass, 08, 19, 0.40 
2014,09,16, CPHWolves, 10, Epsilon, 16, inferno, 15, 20, 0.78 
2014,09,16, CPHWolves, 06, Epsilon, 16, mirage, 09, 19, 0.61 
2014,09,16, CPHWolves, 16, Epsilon, 13, dust2, 18, 18, 1.01 
2014,09,16, Epsilon, 17, CPHWolves, 19, cache, 25, 27, 0.96 
2014,09,16, CPHWolves, 16, OneShot, 03, dust2, 13, 07, 1.15 
2014,09,14, ESC, 14, CPHWolves, 16, cache, 17, 22, 0.83 
2014,09,14, CPHWolves, 15, Titan, 15, cache, 16, 20, 0.78 
2014,09,11, CPHWolves, 10, mousesports, 16, cobblestone, 14, 18, 0.83 
2014,09,11, mousesports, 15, CPHWolves, 19, dust2, 16, 22, 0.77 
2014,09,11, CPHWolves, 06, mousesports, 16, overpass, 08, 18, 0.48 
2014,08,26, CPHWolves, 04, Epsilon, 16, dust2, 07, 19, 0.33 
2014,08,26, Epsilon, 16, CPHWolves, 02, cache, 07, 17, 0.40 
2014,08,25, CPHWolves, 26, Orbit, 21, inferno, 24, 33, 0.72 
2014,08,15, CPHWolves, 17, NatusVincere, 19, dust2, 22, 24, 0.90 
2014,08,14, CPHWolves, 16, LondonConspiracy, 05, cache, 21, 14, 1.38 
2014,08,14, NatusVincere, 16, CPHWolves, 06, inferno, 10, 18, 0.58 
2014,08,06, iBUYPOWER, 16, CPHWolves, 08, nuke, 12, 21, 0.57 
2014,08,06, iBUYPOWER, 16, CPHWolves, 10, dust2, 18, 18, 0.99 
2014,07,27, ENCORE, 05, CPHWolves, 16, nuke, 20, 11, 1.41 
2014,07,27, CPHWolves, 16, ENCORE, 09, inferno, 16, 15, 1.02 
2014,07,27, CPHWolves, 16, mousesports, 11, inferno, 25, 16, 1.32 
2014,07,27, mousesports, 10, CPHWolves, 16, dust2, 21, 18, 1.08 
2014,07,27, CPHWolves, 13, Epsilon, 16, dust2, 18, 20, 0.89 
2014,07,27, CPHWolves, 07, Epsilon, 16, inferno, 11, 18, 0.67 
2014,07,27, CPHWolves, 16, Epsilon, 01, nuke, 19, 08, 1.71 
2014,07,26, CPHWolves, 16, unu.AiN, 05, inferno, 27, 11, 1.85 
2014,07,26, CPHWolves, 16, unu.AiN, 00, nuke, 27, 07, 2.49 
2014,05,19, NiP, 16, dignitas, 09, inferno, 18, 09, 1.31 
2014,04,27, Reason, 07, LGB, 16, mirage, 18, 19, 0.97 
2014,04,27, Reason, 16, mousesports, 10, inferno, 23, 18, 1.19 
2014,04,26, Reason, 16, HellRaisers, 08, inferno, 12, 17, 0.75 
2014,04,26, Wizards, 07, Reason, 16, mirage, 30, 14, 1.88 
2014,04,26, HellRaisers, 16, Reason, 11, mirage, 21, 19, 1.02 
2014,04,19, Reason, 07, NiP, 16, train, 09, 21, 0.45 
2014,04,19, Reason, 12, NiP, 16, inferno, 26, 21, 1.17 
2014,04,18, 3DMAX, 16, Reason, 19, dust2, 23, 29, 0.84 
2014,04,18, Reason, 11, 3DMAX, 16, inferno, 15, 23, 0.76 
2014,04,18, Reason, 16, 3DMAX, 07, train, 14, 13, 0.99 
2014,04,18, Reason, 16, Bango-I-Karise, 03, nuke, 37, 09, 2.93 
2014,04,18, Bango-I-Karise, 02, Reason, 16, train, 13, 09, 1.08 
2014,03,14, Reason, 06, fnatic, 16, inferno, 21, 15, 1.45 
2014,03,13, dignitas, 16, Reason, 08, inferno, 18, 21, 0.90 
2014,03,13, Reason, 16, fnatic, 12, inferno, 15, 20, 0.78 
2014,02,26, mousesports, 12, Reason, 16, nuke, 19, 25, 0.76 
2014,02,26, Reason, 16, mousesports, 13, train, 18, 22, 0.81 
2014,02,25, Reason, 16, hudzGsTEAM, 08, train, 22, 14, 1.32 
2014,02,25, Reason, 16, hudzGsTEAM, 14, inferno, 22, 24, 0.97 
2014,02,25, Reason, 07, hudzGsTEAM, 16, nuke, 16, 19, 1.03 
2014,01,26, Reason, 14, H2k, 16, nuke, 22, 23, 0.94 
2014,01,26, Reason, 21, H2k, 16, train, 29, 21, 1.13 
2014,01,26, H2k, 16, Reason, 03, inferno, 03, 18, 0.17 
2013,12,19, n!faculty, 17, fnatic, 21, train, 20, 31, 0.68 
2013,12,19, n!faculty, 16, GAMEPLAY, 07, dust2, 18, 13, 1.26 
2013,12,14, überG33KZ, 17, n!faculty, 19, nuke, 18, 25, 0.70 
2013,12,14, überG33KZ, 05, n!faculty, 16, inferno, 09, 12, 0.82 
2013,12,14, überG33KZ, 16, n!faculty, 14, dust2, 17, 23, 0.82 
2013,12,14, n!faculty, 16, Reason, 10, dust2, 18, 13, 1.10 
2013,12,14, n!faculty, 16, Reason, 11, inferno, 13, 18, 0.72 
2013,12,12, NiP, 16, n!faculty, 04, dust2, 12, 18, 0.67 
2013,12,12, NiP, 16, n!faculty, 04, inferno, 08, 18, 0.47 
2013,12,12, n!faculty, 16, NiP, 04, nuke, 13, 09, 1.11 
2013,12,07, Denmark, 16, Russia, 06, dust2, 08, 11, 0.76 
2013,12,07, Denmark, 21, Russia, 18, nuke, 26, 29, 0.84 
2013,12,07, Russia, 16, Denmark, 03, inferno, 10, 19, 0.50 
2013,12,02, Reason, 17, n!faculty, 19, inferno, 29, 26, 1.11 
2013,12,02, n!faculty, 03, CPHWolves, 16, inferno, 13, 15, 0.83 
2013,12,02, n!faculty, 16, ALTERNATEaTTaX, 03, dust2, 11, 09, 0.97 
2013,11,29, n!faculty, 09, VeryGames, 16, dust2, 20, 19, 1.07 
2013,11,29, Xapso, 05, n!faculty, 16, train, 14, 12, 0.96 
2013,11,29, compLexity, 16, n!faculty, 05, inferno, 12, 18, 0.70 
2013,10,26, n!faculty, 12, fnatic, 16, inferno, 12, 18, 0.73 
2013,10,26, n!faculty, 09, CPHWolves, 16, season, 12, 18, 0.70 
2013,10,09, n!faculty, 16, ALTERNATEaTTaX, 05, dust2_se, 23, 10, 1.67 
2013,10,09, NatusVincere, 16, n!faculty, 11, dust2_se, 19, 22, 0.87 
2013,10,09, n!faculty, 16, AWESOME, 12, nuke_se, 19, 21, 0.90 
2013,10,03, n!faculty, 07, NiP, 16, train_se, 09, 21, 0.45 
2013,10,03, NiP, 14, n!faculty, 16, dust2_se, 25, 20, 1.10 
2013,10,03, NiP, 16, n!faculty, 14, nuke_se, 24, 27, 1.02 
2013,10,02, 3DMAX, 13, n!faculty, 16, dust2_se, 22, 18, 1.12 
2013,09,30, n!faculty, 19, Lemondogs, 22, train_se, 20, 28, 0.78 
2013,09,30, n!faculty, 13, Lemondogs, 16, dust2_se, 10, 20, 0.56 
2013,09,26, n!faculty, 12, k1ck, 16, nuke_se, 20, 23, 0.91 
2013,09,24, n!faculty, 01, ESC, 16, mirage_ce, 08, 16, 0.48 
2013,09,23, n!faculty, 16, k1ck, 10, mirage_ce, 24, 21, 1.31 
2013,09,23, n!faculty, 17, k1ck, 19, nuke_se, 21, 28, 0.75 
2013,09,23, n!faculty, 16, k1ck, 11, dust2_se, 20, 17, 1.07 
2013,09,23, VeryGames, 16, n!faculty, 12, mirage_ce, 22, 22, 0.91 
2013,09,20, n!faculty, 12, KerchNET, 16, nuke_se, 18, 21, 0.91 
2013,09,20, n!faculty, 16, USSR, 09, mirage_ce, 17, 12, 1.15 
2013,09,19, CPLAY, 10, n!faculty, 16, dust2_se, 22, 19, 1.24 
2013,09,14, n!faculty, 10, AstanaDragons, 16, nuke_se, 28, 22, 1.45 
2013,09,14, n!faculty, 07, AstanaDragons, 16, mirage_ce, 10, 20, 0.52 
2013,09,14, n!faculty, 16, HEADSHOTBG, 12, mirage_ce, 17, 20, 0.86 
2013,09,14, n!faculty, 17, CPHWolves, 19, mirage_ce, 28, 25, 1.04 
2013,09,14, HEADSHOTBG, 10, n!faculty, 16, mirage_ce, 17, 16, 1.06 
2013,09,11, VeryGames, 16, n!faculty, 10, mirage_ce, 21, 18, 1.15 
2013,09,10, CPHWolves, 09, n!faculty, 16, dust2_se, 20, 18, 1.11 
2013,09,10, n!faculty, 16, solemn, 07, nuke_se, 24, 15, 1.46 
2013,09,09, n!faculty, 04, ESC, 16, mirage_ce, 03, 20, 0.15 
2013,09,09, n!faculty, 16, Courage, 09, mirage_ce, 16, 19, 0.82 
2013,09,08, AstanaDragons, 16, n!faculty, 05, dust2_se, 10, 18, 0.57 
2013,09,07, PlayingDucks, 16, EnRoGRIFFINS, 06, nuke_se, 25, 10, 1.71 
2013,09,07, PlayingDucks, 14, EnRoGRIFFINS, 16, cache, 25, 22, 1.20 
2013,09,07, EnRoGRIFFINS, 07, PlayingDucks, 16, train_se, 20, 12, 1.47 
2013,09,07, PlayingDucks, 16, ALTERNATEaTTaX, 07, cache, 19, 18, 1.09 
2013,09,07, PlayingDucks, 16, ALTERNATEaTTaX, 08, dust2_se, 17, 15, 0.97 
2013,09,07, PlayingDucks, 13, ALTERNATEaTTaX, 16, nuke_se, 18, 25, 0.79 
2013,09,03, PlayingDucks, 13, VeryGames, 16, mirage_ce, 23, 22, 1.02 
2013,09,03, PlayingDucks, 21, NatusVincere, 17, dust2_se, 25, 27, 0.85 
2013,09,03, PlayingDucks, 21, Wiadro-Gaming, 18, mirage_ce, 31, 26, 1.11 
2013,08,13, MTFGaming, 13, PlayingDucks, 16, nuke_se, 23, 21, 1.07 
2013,08,13, PlayingDucks, 16, MTFGaming, 00, mirage_ce, 17, 09, 1.50 
2013,06,30, fnatic, 11, VeryGames, 16, mirage_ce, 09, 21, 0.50 
2013,06,30, VeryGames, 21, fnatic, 17, dust2_se, 26, 25, 0.97 
2013,06,29, LDLC, 11, fnatic, 16, mirage_ce, 11, 18, 0.63 
2013,06,29, LDLC, 13, fnatic, 16, nuke_se, 22, 18, 1.16 
2013,06,25, fnatic, 16, n!faculty, 05, mirage_ce, 18, 10, 1.36 
2013,06,24, CPLAY, 04, fnatic, 16, nuke_se, 16, 13, 1.16 
2013,06,21, fnatic, 16, ELTZ, 11, mirage_ce, 16, 19, 0.78 
2013,06,20, k1ck, 13, fnatic, 16, nuke_se, 21, 20, 0.97 
2013,06,20, fnatic, 16, ENTiTY, 07, mirage_ce, 22, 11, 1.55 
2013,06,20, KerchNET, 07, fnatic, 16, nuke_se, 11, 14, 0.87 
2013,06,20, fnatic, 16, NatusVincere, 11, train_se, 19, 15, 1.17 
2013,06,16, Lemondogs, 19, fnatic, 16, dust2_se, 23, 24, 1.04 
2013,06,16, fnatic, 16, ALTERNATEaTTaX, 08, mirage_ce, 18, 15, 0.98 
2013,06,16, Lemondogs, 16, fnatic, 02, train_se, 07, 18, 0.36 
2013,06,12, Anexis, 11, fnatic, 16, mirage_ce, 18, 17, 1.03 
2013,06,12, Publiclir.se, 08, fnatic, 16, mirage_ce, 08, 19, 0.50 
2013,06,12, NiP, 08, fnatic, 16, cache, 14, 19, 0.71 
2013,06,10, fnatic, 16, ALTERNATEaTTaX, 12, mirage_ce, 18, 17, 0.98 
2013,06,07, fnatic, 04, Anexis, 16, mirage_ce, 10, 18, 0.59 
2013,06,07, fnatic, 09, Anexis, 16, dust2_se, 10, 20, 0.54 
2013,05,30, k1ck, 13, fnatic, 16, dust2_se, 35, 19, 1.71 
2013,05,29, 3DMAX, 07, fnatic, 16, dust2_se, 16, 15, 1.02 
2013,05,29, fnatic, 16, iNation, 00, mirage_ce, 17, 07, 1.78 
2013,05,29, ESC, 14, fnatic, 16, mirage_ce, 17, 23, 0.86 
2013,05,28, fnatic, 07, LDLC, 16, mirage_ce, 14, 18, 0.99 
2013,05,28, fnatic, 05, NatusVincere, 16, mirage_ce, 12, 19, 0.61 
2013,05,28, fnatic, 21, iNation, 17, mirage_ce, 25, 29, 0.88 
2013,05,27, NiP, 16, fnatic, 03, nuke_se, 13, 19, 0.72 
2013,05,27, NiP, 16, fnatic, 08, nuke_se, 14, 21, 0.61 
2013,05,23, fnatic, 04, ESC, 16, mirage_ce, 09, 18, 0.52 
2013,05,22, WesternWolves, 16, fnatic, 13, dust2_se, 25, 24, 1.16 
2013,05,22, WesternWolves, 16, fnatic, 08, nuke_se, 11, 20, 0.57 
2013,05,22, fnatic, 16, NatusVincere, 04, mirage_ce, 18, 12, 1.34 
2013,05,21, fnatic, 16, CPHWolves, 14, nuke_se, 19, 24, 0.77 
2013,05,21, fnatic, 16, Anexis, 08, nuke_se, 21, 13, 1.35 
