2015,03,28, EnVyUs, 16, NiP, 01, inferno, 15, 16, 0.99 
2015,03,28, EnVyUs, 16, NiP, 09, cache, 12, 21, 0.55 
2015,03,27, NiP, 16, Virtus.pro, 06, inferno, 17, 12, 1.23 
2015,03,27, NiP, 16, Virtus.pro, 06, mirage, 19, 15, 1.35 
2015,03,27, NiP, 16, Titan, 11, dust2, 19, 15, 1.23 
2015,03,27, NiP, 25, Titan, 22, cache, 43, 27, 1.31 
2015,03,25, NiP, 16, EnVyUs, 12, mirage, 17, 20, 0.86 
2015,03,25, Virtus.pro, 07, NiP, 16, mirage, 20, 16, 1.18 
2015,03,22, EnVyUs, 16, NiP, 09, cobblestone, 18, 18, 0.99 
2015,03,22, NiP, 11, EnVyUs, 16, dust2, 20, 17, 1.02 
2015,03,22, NiP, 05, EnVyUs, 16, cache, 11, 17, 0.68 
2015,03,22, EnVyUs, 14, NiP, 16, inferno, 22, 20, 1.04 
2015,03,22, NiP, 16, Virtus.pro, 12, inferno, 26, 16, 1.39 
2015,03,22, Virtus.pro, 16, NiP, 07, mirage, 09, 15, 0.66 
2015,03,22, Virtus.pro, 10, NiP, 16, nuke, 14, 17, 0.82 
2015,03,21, Property, 10, NiP, 16, mirage, 17, 15, 1.05 
2015,03,21, Property, 13, NiP, 16, inferno, 17, 18, 0.86 
2015,03,21, NiP, 13, Property, 16, cache, 19, 20, 0.92 
2015,03,21, EnVyUs, 16, NiP, 09, dust2, 10, 19, 0.58 
2015,03,21, EnVyUs, 16, NiP, 06, inferno, 05, 18, 0.34 
2015,03,20, 0G2, 08, NiP, 16, nuke, 13, 12, 0.88 
2015,03,20, NiP, 16, 0G2, 05, cobblestone, 17, 09, 1.39 
2015,03,18, NiP, 21, EnVyUs, 26, inferno, 24, 33, 0.73 
2015,03,18, EnVyUs, 16, NiP, 05, mirage, 16, 18, 1.03 
2015,03,18, TSM, 12, NiP, 16, nuke, 12, 19, 0.77 
2015,03,18, Virtus.pro, 04, NiP, 16, inferno, 16, 11, 1.09 
2015,03,18, Virtus.pro, 14, NiP, 16, mirage, 23, 19, 1.23 
2015,03,17, PENTA, 10, NiP, 16, dust2, 25, 14, 1.40 
2015,03,17, NiP, 16, PENTA, 13, nuke, 17, 19, 0.85 
2015,03,15, fnatic, 16, NiP, 13, inferno, 29, 20, 1.39 
2015,03,15, fnatic, 10, NiP, 16, cache, 26, 16, 1.51 
2015,03,15, fnatic, 16, NiP, 14, dust2, 20, 18, 1.01 
2015,03,14, EnVyUs, 10, NiP, 16, dust2, 13, 15, 0.85 
2015,03,14, EnVyUs, 09, NiP, 16, cache, 13, 13, 0.85 
2015,03,14, NiP, 16, TSM, 12, nuke, 15, 19, 0.83 
2015,03,14, NiP, 04, TSM, 16, inferno, 05, 16, 0.40 
2015,03,14, TSM, 08, NiP, 16, dust2, 18, 13, 1.27 
2015,03,12, CLG, 07, NiP, 16, mirage, 14, 14, 0.88 
2015,03,12, KeydStars, 09, NiP, 16, inferno, 12, 15, 0.77 
2015,03,01, NiP, 16, TSM, 02, nuke, 15, 07, 1.42 
2015,02,26, NiP, 16, LGB, 12, cache, 14, 15, 0.90 
2015,02,22, EnVyUs, 16, NiP, 11, mirage, 23, 21, 1.32 
2015,02,22, fnatic, 21, NiP, 18, mirage, 27, 27, 1.00 
2015,02,19, NiP, 16, Virtus.pro, 06, nuke, 12, 12, 0.96 
2015,02,18, Titan, 10, NiP, 16, dust2, 14, 14, 0.89 
2015,02,15, 3DMAX, 16, mousesports, 08, cache, 23, 12, 1.47 
2015,02,15, 3DMAX, 16, ESC, 08, mirage, 23, 11, 1.51 
2015,02,15, VoxEminor, 16, 3DMAX, 11, mirage, 13, 19, 0.73 
2015,01,31, Titan, 16, 3DMAX, 12, cache, 17, 21, 0.92 
2015,01,30, NiP, 16, 3DMAX, 02, nuke, 10, 18, 0.50 
2015,01,30, Titan, 13, 3DMAX, 16, mirage, 31, 17, 1.59 
2015,01,14, 3DMAX, 16, myKPV, 04, nuke, 20, 08, 1.59 
2015,01,14, 3DMAX, 16, myKPV, 10, mirage, 30, 15, 1.64 
2014,12,23, Orbit, 16, mousesports, 07, overpass, 18, 18, 1.01 
2014,12,23, mousesports, 20, Orbit, 22, dust2, 36, 28, 1.22 
2014,12,21, PENTA, 16, mousesports, 08, mirage, 24, 15, 1.41 
2014,12,21, PENTA, 10, mousesports, 16, cache, 20, 13, 1.30 
2014,12,21, PENTA, 16, mousesports, 12, dust2, 26, 19, 1.29 
2014,12,21, Virtus.pro, 16, mousesports, 13, overpass, 19, 18, 0.89 
2014,12,21, mousesports, 04, Virtus.pro, 16, cache, 15, 17, 0.84 
2014,12,19, ALTERNATEaTTaX, 14, mousesports, 16, cache, 27, 23, 1.21 
2014,12,19, ALTERNATEaTTaX, 06, mousesports, 16, inferno, 21, 11, 1.39 
2014,12,19, Planetkey, 11, mousesports, 16, dust2, 23, 17, 1.36 
2014,12,19, mousesports, 16, Planetkey, 11, cache, 21, 20, 0.97 
2014,12,19, mousesports, 13, Planetkey, 16, overpass, 12, 25, 0.52 
2014,12,19, Reason, 16, mousesports, 10, overpass, 20, 18, 1.14 
2014,12,19, mousesports, 15, Reason, 21, cobblestone, 34, 23, 1.42 
2014,12,13, mousesports, 03, Planetkey, 16, mirage, 13, 15, 0.90 
2014,12,13, Planetkey, 12, mousesports, 16, dust2, 18, 18, 1.06 
2014,12,13, Planetkey, 21, mousesports, 18, overpass, 25, 26, 0.96 
2014,12,13, myKPV, 08, mousesports, 16, cache, 26, 12, 1.68 
2014,12,13, myKPV, 09, mousesports, 16, mirage, 17, 15, 1.06 
2014,12,11, mousesports, 16, FlipSid3, 13, cache, 24, 18, 1.20 
2014,12,11, mousesports, 16, FlipSid3, 14, mirage, 32, 19, 1.65 
2014,12,09, PENTA, 10, mousesports, 16, dust2, 21, 14, 1.21 
2014,12,09, PENTA, 14, mousesports, 16, cache, 31, 18, 1.52 
2014,11,25, FlipSid3, 09, mousesports, 16, dust2, 21, 18, 1.12 
2014,11,25, FlipSid3, 15, mousesports, 19, mirage, 26, 20, 1.09 
2014,11,17, Virtus.pro, 14, mousesports, 16, mirage, 26, 17, 1.29 
2014,11,16, mousesports, 10, Cloud9, 16, mirage, 22, 19, 1.17 
2014,11,16, mousesports, 14, Cloud9, 16, dust2, 22, 19, 0.99 
2014,11,15, mousesports, 16, CPHWolves, 05, inferno, 23, 11, 1.58 
2014,11,15, mousesports, 16, CPHWolves, 04, cache, 18, 08, 1.44 
2014,11,15, mousesports, 16, k1ck, 07, dust2, 19, 08, 1.45 
2014,11,15, mousesports, 16, k1ck, 01, cache, 16, 07, 1.54 
2014,11,14, PENTA, 13, mousesports, 16, mirage, 25, 18, 1.25 
2014,11,14, PENTA, 07, mousesports, 16, cache, 19, 13, 1.27 
2014,11,14, mousesports, 16, LondonConspiracy, 11, mirage, 21, 15, 1.16 
2014,11,14, LondonConspiracy, 08, mousesports, 16, overpass, 19, 18, 0.97 
2014,11,13, Titan, 11, mousesports, 16, cobblestone, 24, 16, 1.29 
2014,11,11, mousesports, 16, PENTA, 04, mirage, 19, 13, 1.37 
2014,11,11, mousesports, 21, dotpiXels, 17, cache, 22, 26, 0.88 
2014,11,09, FlipSid3, 26, mousesports, 31, cache, 43, 41, 1.09 
2014,11,09, mousesports, 16, FlipSid3, 14, overpass, 23, 23, 1.02 
2014,11,06, Slovakia, 12, Finland, 16, overpass, 28, 17, 1.38 
2014,11,06, Finland, 16, Slovakia, 04, dust2, 18, 10, 1.36 
2014,10,31, Cipangu.GO, 04, mousesports, 16, cache, 17, 10, 1.23 
2014,10,31, dignitas, 16, mousesports, 05, dust2, 08, 18, 0.52 
2014,10,31, mousesports, 16, 3DMAX, 09, dust2, 23, 15, 1.49 
2014,10,31, iBUYPOWER, 16, mousesports, 08, cache, 18, 19, 0.99 
2014,10,31, mousesports, 16, GPlay, 14, mirage, 26, 17, 1.29 
2014,10,28, Belarus, 05, Finland, 16, cache, 20, 12, 1.42 
2014,10,28, Finland, 16, Belarus, 07, dust2, 25, 12, 1.65 
2014,10,28, Finland, 14, Belarus, 16, mirage, 19, 19, 0.94 
2014,10,27, mousesports, 13, NatusVincere, 16, dust2, 20, 20, 0.95 
2014,10,27, NatusVincere, 08, mousesports, 16, mirage, 25, 11, 1.55 
2014,10,27, NatusVincere, 16, mousesports, 14, nuke, 25, 19, 1.27 
2014,10,23, mousesports, 16, BadMonkey, 04, mirage, 23, 09, 1.84 
2014,10,23, mousesports, 16, BadMonkey, 04, dust2, 25, 08, 1.88 
2014,10,21, Planetkey, 16, mousesports, 09, overpass, 16, 20, 0.88 
2014,10,21, Planetkey, 16, mousesports, 14, mirage, 16, 20, 0.81 
2014,10,10, Finland, 16, Portugal, 12, dust2, 25, 16, 1.28 
2014,10,07, mousesports, 16, Property, 06, cobblestone, 18, 12, 1.21 
2014,10,07, mousesports, 16, Property, 14, inferno, 24, 17, 1.18 
2014,10,07, Property, 16, mousesports, 13, cache, 24, 19, 1.19 
2014,10,07, Property, 10, mousesports, 16, dust2, 28, 11, 1.84 
2014,10,05, NatusVincere, 10, mousesports, 16, overpass, 21, 18, 1.15 
2014,10,05, mousesports, 16, NatusVincere, 09, mirage, 14, 15, 0.86 
2014,10,05, mousesports, 16, 0PB, 03, dust2, 19, 10, 1.53 
2014,10,05, mousesports, 09, 0PB, 16, season, 17, 18, 0.94 
2014,10,05, 0PB, 05, mousesports, 16, cache, 14, 11, 1.11 
2014,10,05, mousesports, 04, 3DMAX, 16, dust2, 06, 17, 0.37 
2014,10,05, 3DMAX, 16, mousesports, 14, nuke, 20, 24, 0.82 
2014,10,05, mousesports, 16, 3DMAX, 07, mirage, 22, 13, 1.51 
2014,10,05, Menace, 04, RatsOfTheYear, 16, cache, 25, 06, 1.93 
2014,10,05, RatsOfTheYear, 16, Menace, 07, dust2, 31, 11, 2.06 
2014,10,04, RatsOfTheYear, 16, Jynttä, 12, mirage, 31, 17, 1.66 
2014,10,04, Jynttä, 05, RatsOfTheYear, 16, nuke, 24, 11, 1.73 
2014,10,04, dignitas, 16, mousesports, 11, mirage, 23, 20, 1.16 
2014,10,04, dignitas, 16, mousesports, 01, overpass, 14, 16, 0.84 
2014,10,04, mousesports, 19, NatusVincere, 17, overpass, 29, 25, 1.07 
2014,10,04, mousesports, 16, dope, 05, cache, 20, 10, 1.47 
2014,10,04, RatsOfTheYear, 15, Jynttä, 15, mirage, 26, 19, 1.35 
2014,10,04, RatsOfTheYear, 16, GLSHAKER, 06, cache, 25, 10, 1.82 
2014,10,04, Hanatauki, 09, RatsOfTheYear, 16, dust2, 32, 11, 1.92 
2014,10,04, RatsOfTheYear, 16, Superstars, 03, dust2, 20, 09, 1.64 
2014,10,04, RatsOfTheYear, 13, myMDL, 16, mirage, 14, 21, 0.73 
2014,10,04, RatsOfTheYear, 14, Menace, 16, mirage, 26, 22, 1.19 
2014,09,28, Serbia, 16, Finland, 12, mirage, 23, 21, 0.99 
2014,09,28, Sweden, 13, Finland, 16, mirage, 26, 18, 1.26 
2014,09,23, Virtus.pro, 13, mousesports, 16, mirage, 12, 15, 0.78 
2014,09,19, CPHWolves, 16, mousesports, 02, cache, 09, 16, 0.86 
2014,09,18, mousesports, 14, Virtus.pro, 16, mirage, 21, 18, 1.03 
2014,09,18, mousesports, 19, Virtus.pro, 15, overpass, 23, 19, 1.01 
2014,09,18, Virtus.pro, 16, mousesports, 11, cache, 25, 21, 1.23 
2014,09,15, myXMG, 16, mousesports, 08, dust2, 12, 20, 0.69 
2014,09,15, mousesports, 16, Orbit, 14, dust2, 22, 24, 1.01 
2014,09,11, CPHWolves, 10, mousesports, 16, cobblestone, 18, 16, 1.09 
2014,09,11, mousesports, 15, CPHWolves, 19, dust2, 25, 21, 1.10 
2014,09,11, CPHWolves, 06, mousesports, 16, overpass, 26, 11, 1.69 
2014,09,09, fnatic, 16, mousesports, 06, mirage, 11, 22, 0.52 
2014,09,09, mousesports, 01, fnatic, 16, dust2, 08, 15, 0.52 
2014,09,08, Germany, 10, Finland, 16, mirage, 17, 13, 1.04 
2014,09,06, mousesports, 12, Planetkey, 16, mirage, 17, 20, 0.84 
2014,09,06, Planetkey, 14, mousesports, 16, inferno, 18, 22, 0.83 
2014,09,06, mousesports, 13, Planetkey, 16, dust2, 20, 20, 0.93 
2014,09,06, PlayingDucks, 08, mousesports, 16, cache, 25, 17, 1.45 
2014,09,06, mousesports, 16, PlayingDucks, 06, mirage, 28, 07, 2.07 
2014,08,28, mousesports, 16, fnatic, 12, dust2, 25, 15, 1.31 
2014,08,28, mousesports, 16, fnatic, 09, cache, 13, 16, 0.77 
2014,08,28, fnatic, 16, mousesports, 05, mirage, 19, 17, 1.19 
2014,08,28, LondonConspiracy, 12, mousesports, 16, cache, 21, 20, 0.98 
2014,08,28, mousesports, 16, LondonConspiracy, 07, mirage, 25, 14, 1.48 
2014,08,26, mousesports, 09, HellRaisers, 16, inferno, 17, 21, 0.81 
2014,08,26, HellRaisers, 16, mousesports, 09, mirage, 16, 18, 0.81 
2014,08,25, mousesports, 16, dAT, 06, mirage, 23, 14, 1.43 
2014,08,22, mousesports, 10, NiP, 16, dust2, 17, 20, 0.82 
2014,08,22, mousesports, 09, NiP, 16, overpass, 15, 19, 0.77 
2014,08,21, LondonConspiracy, 10, mousesports, 16, mirage, 22, 16, 1.19 
2014,08,21, LondonConspiracy, 14, mousesports, 16, overpass, 24, 19, 1.11 
2014,08,21, mousesports, 12, LondonConspiracy, 16, dust2, 17, 22, 0.79 
2014,08,20, myXMG, 07, mousesports, 16, overpass, 16, 12, 1.12 
2014,08,20, myXMG, 04, mousesports, 16, mirage, 22, 08, 1.64 
2014,08,20, mousesports, 10, myXMG, 16, dust2, 22, 17, 1.10 
2014,08,19, mousesports, 16, Epsilon, 12, mirage, 29, 20, 1.47 
2014,08,11, LDLC, 08, mousesports, 16, mirage, 17, 14, 1.15 
2014,08,07, Titan, 12, mousesports, 16, mirage, 31, 16, 1.64 
2014,08,07, Virtus.pro, 16, mousesports, 12, mirage, 19, 19, 0.95 
2014,08,05, mousesports, 16, MTW, 06, dust2, 29, 10, 2.23 
2014,08,05, mousesports, 16, myKPV, 07, cache, 23, 11, 1.46 
2014,08,03, fnatic, 19, mousesports, 17, inferno, 35, 27, 1.26 
2014,08,03, mousesports, 16, fnatic, 10, dust2, 19, 14, 1.17 
2014,08,03, fnatic, 16, mousesports, 12, mirage, 18, 20, 0.96 
2014,08,03, Titan, 16, mousesports, 03, mirage, 10, 16, 0.63 
2014,08,02, mousesports, 11, dignitas, 16, dust2, 28, 18, 1.40 
2014,08,02, mousesports, 12, ESG!, 16, mirage, 28, 20, 1.40 
2014,08,02, mousesports, 16, Virtus.pro, 09, cache, 25, 13, 1.61 
2014,08,02, mousesports, 16, fm-eSports, 03, mirage, 24, 06, 1.95 
2014,07,28, NatusVincere, 09, mousesports, 16, mirage, 14, 18, 0.79 
2014,07,27, CPHWolves, 16, mousesports, 11, inferno, 21, 17, 1.08 
2014,07,27, mousesports, 10, CPHWolves, 16, dust2, 21, 21, 0.97 
2014,07,26, mousesports, 16, ESC, 06, train, 24, 12, 1.81 
2014,07,26, mousesports, 16, ESC, 11, dust2, 26, 17, 1.26 
2014,07,26, mousesports, 06, ESC, 16, mirage, 21, 17, 1.27 
2014,07,26, mousesports, 10, dAT, 16, mirage, 19, 18, 1.08 
2014,07,26, mousesports, 08, dAT, 16, train, 22, 16, 1.24 
2014,07,17, mousesports, 09, fnatic, 16, train, 19, 18, 1.00 
2014,07,10, mousesports, 16, OnlineBOTS, 03, mirage, 23, 08, 1.79 
2014,07,09, mousesports, 16, Berzerk, 08, dust2, 27, 12, 1.86 
2014,07,06, mousesports, 16, Reason, 10, train, 26, 13, 1.47 
2014,07,06, mousesports, 16, Nostalgie, 03, mirage, 21, 08, 1.73 
2014,07,06, mousesports, 16, OverGaming, 11, mirage, 25, 14, 1.45 
2014,06,28, duffman'steam, 16, allu'steam, 08, mirage, 18, 19, 0.99 
2014,06,28, shaker'steam, 16, allu'steam, 10, dust2, 25, 16, 1.50 
2014,06,28, Twista'steam, 16, allu'steam, 04, train, 11, 16, 0.83 
2014,06,28, dRiim'steam, 16, allu'steam, 13, dust2, 20, 22, 0.97 
2014,06,28, KIPSIk'steam, 16, allu'steam, 13, dust2, 32, 22, 1.46 
2014,06,28, suNny'steam, 11, allu'steam, 16, dust2, 25, 17, 1.27 
2014,06,25, mousesports, 16, ESC, 13, mirage, 23, 17, 1.20 
2014,06,22, mousesports, 16, dAT, 10, mirage, 25, 15, 1.44 
2014,06,22, mousesports, 16, dAT, 08, inferno, 27, 12, 1.81 
2014,06,22, mousesports, 08, dAT, 16, train, 18, 16, 1.04 
2014,05,30, ENCE, 23, 0SK, 26, dust2, 41, 39, 1.07 
2014,04,18, NiP, 16, ENCE, 04, dust2, 15, 17, 0.88 
2014,04,18, ENCE, 10, NiP, 16, train, 34, 16, 1.85 
2014,04,18, ENCE, 16, AESTHETIC, 14, inferno, 27, 16, 1.33 
2014,04,18, ENCE, 16, AESTHETIC, 02, dust2, 21, 03, 2.04 
2014,04,15, ENCE, 03, dignitas, 16, mirage, 16, 15, 1.09 
2014,04,15, dignitas, 16, ENCE, 11, inferno, 17, 20, 0.78 
2014,04,08, k1ck, 11, ENCE, 16, nuke, 27, 20, 1.37 
2014,03,21, HellRaisers, 16, ENCE, 13, inferno, 42, 18, 2.04 
2014,03,09, LDLC, 16, ENCE, 04, inferno, 10, 17, 0.60 
2014,03,09, Clan-Mystik, 16, ENCE, 10, inferno, 13, 19, 0.77 
2014,02,01, ENCE, 16, partyastronauts, 06, train, 22, 08, 1.59 
2014,02,01, partyastronauts, 11, ENCE, 16, dust2, 27, 14, 1.42 
2014,02,01, H2k, 16, ENCE, 07, inferno, 17, 18, 0.97 
2014,02,01, H2k, 19, ENCE, 15, dust2, 21, 21, 0.95 
2014,01,31, partyastronauts, 13, ENCE, 16, dust2, 26, 18, 1.26 
2014,01,31, ENCE, 16, Paranoia, 06, dust2, 18, 07, 1.53 
2014,01,25, ENCE, 16, momomomo, 08, nuke, 24, 12, 1.56 
2014,01,25, momomomo, 16, ENCE, 12, dust2, 16, 20, 0.83 
2014,01,25, momomomo, 08, ENCE, 16, inferno, 18, 14, 1.18 
2013,12,05, Sweden, 21, Finland, 19, dust2, 32, 30, 1.13 
2013,12,05, Finland, 05, Sweden, 16, train, 11, 18, 0.72 
2013,12,04, Nostalgie, 16, ENCE, 14, inferno, 19, 19, 1.02 
2013,12,03, Clan-Mystik, 16, ENCE, 08, inferno, 14, 19, 0.77 
2013,12,02, ENCE, 16, k1ck, 09, nuke, 20, 14, 1.17 
2013,11,25, iNation, 16, ENCE, 13, inferno, 23, 19, 1.16 
2013,11,20, Bosnia&Herzegovina, 16, Finland, 09, mirage_ce, 18, 18, 0.92 
2013,11,20, ENCE, 06, AstanaDragons, 16, inferno, 15, 17, 0.91 
2013,11,14, Finland, 03, Poland, 16, mirage_ce, 16, 17, 1.03 
2013,11,13, UniversalSoldiers, 15, ENCE, 15, dust2, 33, 17, 1.66 
2013,11,12, momomomo, 16, ENCE, 11, cache, 22, 21, 1.08 
2013,10,31, NiP, 16, ENCE, 02, nuke, 03, 17, 0.18 
2013,10,31, AGENT, 13, ENCE, 16, nuke, 23, 22, 1.06 
2013,10,31, fm-eSports, 16, ENCE, 09, nuke, 19, 17, 1.10 
2013,10,17, Finland, 16, Spain, 03, mirage_ce, 22, 09, 1.70 
2013,10,02, Finland, 16, CzechRepublic, 13, mirage_ce, 34, 16, 1.69 
2013,10,01, ESC, 16, ENCE, 07, train_se, 21, 17, 1.35 
2013,10,01, highgrade, 08, ENCE, 16, inferno_se, 28, 12, 1.76 
2013,10,01, ESC, 16, ENCE, 10, mirage_ce, 11, 19, 0.62 
2013,09,24, NatusVincere, 16, ENCE, 09, inferno_se, 22, 19, 1.12 
2013,09,24, ENCE, 16, solemn, 07, train_se, 15, 12, 1.01 
2013,09,18, AstanaDragons, 16, ENCE, 11, inferno_se, 22, 19, 1.14 
2013,09,18, ENCE, 11, AstanaDragons, 16, mirage_ce, 27, 19, 1.23 
2013,09,18, ENCE, 16, Refuse, 03, train_se, 18, 06, 1.53 
2013,09,17, ENCE, 21, NiP, 19, inferno_se, 25, 31, 0.85 
2013,09,17, ENCE, 16, MayaM, 04, mirage_ce, 19, 07, 1.56 
2013,09,10, 04w, 05, VeryGames, 16, nuke_se, 17, 16, 1.05 
2013,09,10, Vikings, 11, 04w, 16, mirage_ce, 22, 15, 1.28 
2013,09,03, 04w, 12, n!faculty, 16, mirage_ce, 19, 19, 0.93 
2013,09,03, 04w, 16, Refuse, 08, mirage_ce, 24, 11, 1.52 
2013,08,10, TeamsuNny, 16, Teamallu, 07, inferno_se, 12, 21, 0.56 
2013,08,10, TeamTwista, 13, Teamallu, 16, train_se, 33, 14, 1.64 
2013,08,10, TeamsuNny, 16, Teamallu, 13, dust2_se, 31, 19, 1.49 
2013,08,10, Teamaslak, 09, Teamallu, 16, train_se, 25, 14, 1.37 
2013,08,10, Teamallu, 16, TeamREFLEX, 06, train_se, 28, 10, 1.98 
2013,08,10, Teamallu, 16, Teamnatu, 11, dust2_se, 25, 18, 1.39 
2013,08,10, TeamKHRN, 08, Teamallu, 16, train_se, 27, 11, 1.91 
2013,08,10, TeamTwista, 16, Teamallu, 10, dust2_se, 25, 17, 1.42 
2013,08,08, WesternWolves, 16, ONLINERzz, 14, dust2_se, 26, 22, 1.10 
2013,06,16, Cursive, 09, ESC, 16, mirage_ce, 17, 16, 0.98 
2013,06,16, H2k.mix, 07, Cursive, 16, dust2_se, 20, 13, 1.26 
2013,06,16, Cursive, 03, ESC, 16, mirage_ce, 14, 15, 0.97 
2013,06,11, VeryGames, 16, RAIDERS, 02, inferno_se, 05, 17, 0.31 
2013,06,11, RAIDERS, 12, n!faculty, 16, mirage_ce, 23, 21, 0.98 
2013,06,11, Virtus.pro, 16, RAIDERS, 04, mirage_ce, 07, 18, 0.46 
2013,05,21, myDGB.net, 11, ESC, 16, train_se, 28, 16, 1.59 
2013,05,21, ALTERNATEaTTaX, 18, myDGB.net, 21, mirage_ce, 23, 23, 0.89 
2013,05,21, myDGB.net, 16, Epsilon, 14, mirage_ce, 27, 15, 1.35 
2013,05,14, ENCE, 14, Sprintfox, 16, mirage_ce, 28, 19, 1.37 
2013,05,02, n!faculty, 10, Hawks, 16, dust2_se, 18, 15, 1.06 
2013,05,02, n!faculty, 07, Hawks, 16, mirage_ce, 24, 11, 1.75 
2013,05,01, TCM-Gaming, 16, Hawks, 11, dust2_se, 15, 22, 0.66 
2013,05,01, TCM-Gaming, 16, Hawks, 01, mirage_ce, 15, 16, 1.06 
2013,05,01, SuperstarS, 10, Hawks, 16, dust2_se, 26, 15, 1.49 
2013,05,01, Hawks, 16, SuperstarS, 10, mirage_ce, 23, 15, 1.37 
2013,03,30, Xapso, 16, Curse, 07, train_se, 17, 19, 1.01 
2013,03,30, Curse, 10, fnatic, 16, dust2_se, 15, 17, 0.97 
2013,03,30, fnatic, 16, Curse, 02, mirage_ce, 06, 17, 0.32 
2013,03,29, Curse, 02, NiP, 16, nuke_se, 09, 17, 0.50 
2013,03,29, Curse, 04, NiP, 16, dust2_se, 10, 16, 0.64 
2013,03,29, EYESONU, 08, Curse, 16, nuke_se, 16, 15, 0.98 
2013,03,29, EYESONU, 16, Curse, 19, dust2_se, 40, 22, 1.60 
2013,03,29, myRevenge, 06, Curse, 16, mirage_ce, 29, 13, 2.02 
2013,03,29, myRevenge, 14, Curse, 16, dust2_se, 22, 19, 1.01 
2012,12,09, NiP, 16, Curse, 10, dust2_se, 15, 18, 0.89 
2012,12,09, NiP, 16, Curse, 13, nuke_se, 21, 23, 0.95 
2012,12,09, Anexis, 11, Curse, 16, nuke_se, 16, 15, 0.99 
2012,12,09, Anexis, 05, Curse, 16, dust2_se, 18, 11, 1.30 
2012,12,08, CPHWolves, 08, Curse, 16, nuke_se, 27, 12, 1.86 
2012,12,08, Curse, 11, gosu, 16, inferno_se, 15, 21, 0.73 
2012,12,08, NiP, 16, Curse, 06, nuke_se, 12, 21, 0.55 
2012,12,06, zNation, 16, Hawks, 10, train_se, 24, 19, 1.24 
2012,12,06, Virtus.pro, 16, Hawks, 11, dust2_se, 15, 16, 0.86 
2012,12,06, dAT, 04, Hawks, 16, dust2_se, 19, 09, 1.62 
2012,12,03, SMBU, 08, Hawks, 16, train_se, 23, 12, 1.45 
2012,11,28, KerchNET, 02, Hawks, 16, dust2_se, 21, 05, 1.87 
2012,11,23, Hawks, 09, AbsoluteLegends, 16, dust2_se, 16, 14, 0.98 
2012,11,23, VeryGames, 16, Hawks, 12, dust2_se, 20, 22, 0.92 
2012,11,23, 3DMAX, 14, Hawks, 16, inferno_se, 18, 19, 0.90 
2012,11,14, Imaginary, 16, Hawks, 10, dust2_se, 19, 20, 1.02 
2012,10,04, WinFakt, 14, HastaLaVista, 16, nuke_se, 18, 20, 0.81 
2012,10,04, WinFakt, 08, HastaLaVista, 16, inferno_se, 18, 18, 1.05 
