4035,548,27,28,1.02
4036,548,12,20,0.67
4103,548,19,13,1.20
4104,548,12,21,0.65
4105,548,20,10,1.64
5225,548,6,18,0.42
5226,548,7,17,0.45
5238,548,7,18,0.39
6415,548,32,31,0.98
6416,548,14,12,1.09
6417,548,8,17,0.54
6665,548,11,18,0.65
6666,548,3,16,0.16
8744,548,6,17,0.39
8751,548,4,17,0.20
10224,548,29,21,1.38
10225,548,11,18,0.70
10226,548,33,31,1.13
10227,548,17,21,0.86
10228,548,14,20,0.75
10229,548,17,14,1.04
10387,548,21,9,1.56
10388,548,14,12,1.24
10395,548,18,19,1.05
10396,548,11,19,0.61
10397,548,28,22,1.13
10403,548,17,14,1.03
10404,548,9,19,0.50
10405,548,31,22,1.41
10663,548,16,16,0.96
10666,548,9,21,0.41
10671,548,20,18,1.06
12636,1135,19,23,0.85
12637,1135,20,19,0.99
12638,1135,36,28,1.20
12663,1135,17,19,0.98
12664,1135,11,12,0.92
12763,1135,18,18,1.03
12764,1135,8,16,0.58
13713,1192,18,22,0.85
13719,1192,12,22,0.61
13728,1192,17,19,0.99
14217,1192,12,18,0.73
14218,1192,3,18,0.14
14277,1192,7,18,0.32
14279,1192,17,18,1.08
17446,1446,13,20,0.71
17450,1446,8,18,0.42
17453,1446,16,16,0.98
