2015,05,27, FlipSid3, 13, dignitas, 16, cobblestone, 07, 23, 0.39 
2015,05,26, FlipSid3, 10, PENTA, 16, overpass, 18, 19, 0.98 
2015,05,26, FlipSid3, 16, PiTER, 07, cache, 16, 15, 1.07 
2015,05,26, FlipSid3, 16, PiTER, 09, cobblestone, 17, 19, 0.90 
2015,05,25, FlipSid3, 14, Virtus.pro, 16, mirage, 19, 23, 0.86 
2015,05,24, FlipSid3, 06, NiP, 16, inferno, 14, 18, 0.81 
2015,05,24, FlipSid3, 11, NiP, 16, train, 12, 22, 0.57 
2015,05,24, FlipSid3, 06, fnatic, 16, inferno, 15, 17, 0.94 
2015,05,21, LDLCWhite, 06, FlipSid3, 16, mirage, 19, 11, 1.29 
2015,05,21, FlipSid3, 10, LDLCWhite, 16, cache, 14, 19, 0.78 
2015,05,21, LDLCWhite, 12, FlipSid3, 16, cobblestone, 20, 20, 0.96 
2015,05,19, FlipSid3, 11, Virtus.pro, 16, mirage, 13, 21, 0.65 
2015,05,19, Virtus.pro, 16, FlipSid3, 04, cobblestone, 09, 17, 0.61 
2015,05,18, HellRaisers, 16, FlipSid3, 11, cobblestone, 14, 17, 0.84 
2015,05,18, mousesports, 10, FlipSid3, 16, overpass, 13, 18, 0.74 
2015,05,18, TSM, 16, FlipSid3, 01, cache, 07, 17, 0.34 
2015,05,13, FlipSid3, 05, NatusVincere, 16, inferno, 04, 20, 0.20 
2015,05,09, dignitas, 16, FlipSid3, 04, mirage, 06, 20, 0.28 
2015,05,09, Awsomniac, 06, FlipSid3, 16, cobblestone, 14, 10, 1.11 
2015,05,09, dignitas, 19, FlipSid3, 17, mirage, 16, 27, 0.74 
2015,05,05, FlipSid3, 14, HellRaisers, 16, overpass, 17, 26, 0.66 
2015,05,05, FlipSid3, 13, HellRaisers, 16, nuke, 20, 19, 0.96 
2015,05,05, Fraternitas, 16, FlipSid3, 05, mirage, 06, 19, 0.34 
2015,05,05, FlipSid3, 03, Fraternitas, 16, cache, 10, 15, 0.70 
2015,04,30, LGB, 16, FlipSid3, 00, cache, 06, 16, 0.31 
2015,04,30, LGB, 11, FlipSid3, 16, cobblestone, 16, 18, 0.90 
2015,04,30, FlipSid3, 13, LGB, 16, inferno, 21, 19, 1.11 
2015,04,29, mousesports, 16, FlipSid3, 04, mirage, 07, 19, 0.33 
2015,04,29, FlipSid3, 16, mousesports, 04, nuke, 11, 08, 1.01 
2015,04,29, CPHWolves, 17, FlipSid3, 21, cobblestone, 26, 21, 1.07 
2015,04,29, FlipSid3, 16, CPHWolves, 06, mirage, 14, 12, 1.09 
2015,04,23, FlipSid3, 14, ENCORE, 16, nuke, 19, 22, 0.84 
2015,04,23, ENCORE, 10, FlipSid3, 16, mirage, 15, 15, 0.92 
2015,04,23, FlipSid3, 08, ENCORE, 16, inferno, 14, 21, 0.69 
2015,04,21, FlipSid3, 16, LDLCWhite, 14, cache, 19, 19, 0.93 
2015,04,21, LDLCWhite, 03, FlipSid3, 16, inferno, 18, 06, 1.50 
2015,04,21, FlipSid3, 16, LDLCWhite, 03, cobblestone, 12, 07, 1.20 
2015,04,21, LDLCWhite, 16, FlipSid3, 11, mirage, 08, 18, 0.61 
2015,04,20, Rock, 06, FlipSid3, 16, inferno, 13, 15, 0.91 
2015,04,20, Rock, 16, FlipSid3, 06, cobblestone, 08, 20, 0.40 
2015,04,20, Rock, 14, FlipSid3, 16, cache, 14, 21, 0.67 
2015,04,19, HellRaisers, 10, FlipSid3, 16, overpass, 19, 16, 1.17 
2015,04,19, HellRaisers, 07, FlipSid3, 16, cobblestone, 21, 15, 1.31 
2015,04,19, HellRaisers, 13, FlipSid3, 16, inferno, 21, 16, 1.15 
2015,04,19, HellRaisers, 09, FlipSid3, 16, mirage, 17, 14, 1.09 
2015,04,18, USSR, 07, FlipSid3, 16, inferno, 13, 14, 0.87 
2015,04,18, USSR, 08, FlipSid3, 16, nuke, 20, 15, 1.15 
2015,04,17, FlipSid3, 16, ACES, 12, cobblestone, 10, 16, 0.69 
2015,04,17, FlipSid3, 16, GGWP, 06, cobblestone, 13, 12, 1.02 
2015,04,15, 0G2, 06, FlipSid3, 16, nuke, 17, 14, 1.05 
2015,04,15, FlipSid3, 16, 0G2, 04, cobblestone, 08, 05, 1.00 
2015,04,15, PENTA, 06, FlipSid3, 16, inferno, 18, 09, 1.35 
2015,04,15, FlipSid3, 16, PENTA, 08, nuke, 15, 15, 0.92 
2015,04,08, fnatic, 16, FlipSid3, 01, overpass, 05, 17, 0.28 
2015,04,08, FlipSid3, 03, fnatic, 16, mirage, 12, 17, 0.77 
2015,04,08, fnatic, 16, FlipSid3, 07, cobblestone, 07, 21, 0.35 
2015,04,07, FlipSid3, 16, NatusVincere, 14, mirage, 14, 21, 0.67 
2015,04,07, FlipSid3, 16, NatusVincere, 14, cobblestone, 12, 22, 0.63 
2015,04,07, FlipSid3, 05, NatusVincere, 16, overpass, 11, 16, 0.77 
2015,04,07, NatusVincere, 06, FlipSid3, 16, cache, 18, 12, 1.13 
2015,04,06, Virtus.pro, 09, FlipSid3, 16, inferno, 14, 14, 0.94 
2015,04,06, Virtus.pro, 21, FlipSid3, 19, nuke, 25, 29, 0.85 
2015,04,06, Virtus.pro, 14, FlipSid3, 16, cobblestone, 14, 19, 0.71 
2015,04,04, FlipSid3, 04, dignitas, 16, mirage, 11, 19, 0.59 
2015,04,04, LGB, 03, FlipSid3, 16, mirage, 12, 14, 0.86 
2015,04,04, FlipSid3, 19, 3DMAX, 17, cache, 20, 24, 0.85 
2015,04,04, FlipSid3, 16, CPLAY, 14, inferno, 15, 19, 0.81 
2015,04,04, FlipSid3, 16, SpaceSoldiers, 14, nuke, 19, 20, 0.92 
2015,04,04, FlipSid3, 16, Menace, 11, mirage, 10, 20, 0.63 
2015,04,03, FlipSid3, 10, dignitas, 16, mirage, 12, 22, 0.60 
2015,04,03, FlipSid3, 08, dignitas, 16, inferno, 09, 20, 0.55 
2015,04,03, FlipSid3, 16, Fraternitas, 10, inferno, 17, 16, 1.02 
2015,04,03, Fraternitas, 14, FlipSid3, 16, nuke, 22, 20, 1.06 
2015,04,03, FlipSid3, 19, CPLAY, 22, cobblestone, 21, 29, 0.74 
2015,04,03, FlipSid3, 20, CPLAY, 22, overpass, 29, 33, 0.86 
2015,04,03, FlipSid3, 16, CPLAY, 03, nuke, 19, 09, 1.54 
2015,04,03, FlipSid3, 16, Temp.no, 03, cache, 20, 09, 1.74 
2015,04,03, FlipSid3, 16, Temp.no, 01, nuke, 18, 08, 1.59 
2015,03,24, Property, 16, FlipSid3, 11, nuke, 11, 24, 0.54 
2015,03,24, Property, 21, FlipSid3, 16, cache, 24, 29, 0.83 
2015,03,24, FlipSid3, 03, NatusVincere, 16, inferno, 05, 17, 0.34 
2015,03,24, FlipSid3, 08, NatusVincere, 16, mirage, 13, 21, 0.60 
2015,03,23, fnatic, 16, FlipSid3, 10, cache, 19, 22, 1.03 
2015,03,23, FlipSid3, 05, fnatic, 16, mirage, 08, 19, 0.48 
2015,03,23, fnatic, 06, FlipSid3, 16, inferno, 10, 11, 0.89 
2015,03,12, VoxEminor, 16, FlipSid3, 02, cache, 07, 18, 0.39 
2015,03,12, NatusVincere, 16, FlipSid3, 02, mirage, 05, 17, 0.28 
2015,02,14, FlipSid3, 16, PiTER, 03, mirage, 15, 09, 1.21 
2015,02,14, LGB, 16, FlipSid3, 11, inferno, 14, 24, 0.65 
2015,02,14, FlipSid3, 16, Liquid, 14, mirage, 17, 18, 0.86 
2015,01,08, HellRaisers, 16, dAT, 11, mirage, 14, 22, 0.65 
2015,01,08, HellRaisers, 06, dAT, 16, inferno, 09, 17, 0.55 
2015,01,08, HellRaisers, 16, dAT, 09, overpass, 16, 22, 0.96 
2015,01,08, HellRaisers, 16, dAT, 10, nuke, 14, 20, 0.75 
2015,01,08, HellRaisers, 11, dAT, 16, cache, 15, 22, 0.74 
2014,12,19, ESC, 06, dAT, 16, nuke, 16, 12, 1.24 
2014,12,19, dAT, 16, ESC, 01, mirage, 15, 08, 1.41 
2014,12,19, ESC, 16, dAT, 14, cache, 22, 23, 1.04 
2014,12,18, Epsilon, 03, dAT, 16, inferno, 17, 06, 1.55 
2014,12,04, Nostalgie, 13, dAT, 16, mirage, 15, 22, 0.66 
2014,12,04, Nostalgie, 26, dAT, 24, cache, 27, 37, 0.76 
2014,12,04, Nostalgie, 08, dAT, 16, inferno, 19, 13, 1.28 
2014,12,04, dAT, 11, Nostalgie, 16, season, 09, 21, 0.50 
2014,12,04, dAT, 16, Nostalgie, 04, overpass, 17, 09, 1.33 
2014,11,15, CPHWolves, 16, dAT, 06, nuke, 12, 19, 0.65 
2014,11,15, dAT, 14, CPHWolves, 16, inferno, 14, 24, 0.67 
2014,11,08, MoscowFive, 11, dAT, 16, overpass, 15, 17, 0.85 
2014,11,08, MoscowFive, 05, dAT, 16, mirage, 17, 12, 1.16 
2014,11,08, MoscowFive, 06, dAT, 16, nuke, 14, 10, 1.08 
2014,10,28, dAT, 16, es4x, 07, inferno, 11, 13, 0.80 
2014,10,28, es4x, 03, dAT, 16, mirage, 13, 10, 1.11 
2014,10,21, myXMG, 16, dAT, 05, cobblestone, 03, 20, 0.16 
2014,10,21, dAT, 16, myXMG, 12, inferno, 27, 16, 1.34 
2014,10,21, myXMG, 16, dAT, 04, mirage, 03, 19, 0.20 
2014,10,07, dAT, 16, Nostalgie, 09, mirage, 12, 13, 0.84 
2014,10,07, Nostalgie, 15, dAT, 21, cache, 19, 23, 0.86 
2014,09,27, dAT, 15, Titan, 15, mirage, 23, 23, 1.04 
2014,09,27, dAT, 15, Virtus.pro, 15, mirage, 24, 20, 1.15 
2014,09,26, dAT, 14, OverGaming, 16, inferno, 20, 22, 0.89 
2014,09,26, dAT, 11, CPHWolves, 16, nuke, 17, 21, 0.84 
2014,09,26, NatusVincere, 16, dAT, 08, mirage, 09, 20, 0.47 
2014,09,22, NatusVincere, 16, dAT, 05, mirage, 03, 20, 0.16 
2014,09,21, ESC, 16, dAT, 07, nuke, 10, 18, 0.57 
2014,09,18, HellRaisers, 16, dAT, 12, mirage, 16, 20, 0.76 
2014,09,17, Planetkey, 14, dAT, 16, nuke, 19, 26, 0.75 
2014,09,17, 3DMAX, 16, dAT, 05, nuke, 12, 17, 0.72 
2014,09,16, dAT, 10, fnatic, 16, mirage, 11, 23, 0.49 
2014,09,16, fnatic, 16, dAT, 10, nuke, 21, 20, 1.31 
2014,09,16, dAT, 16, LondonConspiracy, 11, overpass, 16, 17, 0.88 
2014,09,16, dAT, 16, LondonConspiracy, 06, inferno, 12, 12, 0.93 
2014,09,16, dAT, 12, LondonConspiracy, 16, mirage, 12, 22, 0.64 
2014,09,14, dAT, 13, OneShot, 16, inferno, 23, 21, 1.19 
2014,09,05, UNNAMED, 16, dAT, 13, train, 24, 20, 1.20 
2014,09,05, UNNAMED, 10, dAT, 16, nuke, 19, 15, 1.18 
2014,09,05, dAT, 23, UNNAMED, 26, cache, 19, 35, 0.59 
2014,09,04, Faith, 09, dAT, 16, mirage, 17, 11, 1.21 
2014,09,04, Faith, 10, dAT, 16, inferno, 13, 18, 0.71 
2014,08,26, LondonConspiracy, 16, dAT, 10, mirage, 13, 22, 0.61 
2014,08,26, LondonConspiracy, 25, dAT, 21, inferno, 26, 33, 0.78 
2014,08,25, mousesports, 16, dAT, 06, mirage, 10, 21, 0.44 
2014,08,25, Games4u, 06, dAT, 16, mirage, 14, 13, 0.97 
2014,08,24, fnatic, 16, dAT, 06, cobblestone, 12, 19, 0.70 
2014,08,24, fnatic, 16, dAT, 02, inferno, 06, 17, 0.39 
2014,08,14, iBUYPOWER, 16, dAT, 06, cobblestone, 10, 17, 0.64 
2014,08,14, Virtus.pro, 16, dAT, 07, overpass, 08, 19, 0.53 
2014,08,10, FlipSid3, 12, dAT, 16, mirage, 14, 18, 0.87 
2014,07,26, ESG!, 05, dAT, 16, mirage, 12, 13, 0.90 
2014,07,26, dAT, 16, ESG!, 21, train, 19, 28, 0.72 
2014,07,26, ESG!, 09, dAT, 16, nuke, 24, 13, 1.66 
2014,07,26, mousesports, 10, dAT, 16, mirage, 15, 15, 0.87 
2014,07,26, mousesports, 08, dAT, 16, train, 22, 12, 1.44 
2014,06,24, dAT, 16, 97club, 06, inferno, 15, 13, 1.09 
2014,06,24, dAT, 14, 97club, 16, nuke, 21, 24, 1.02 
2014,06,24, 97club, 13, dAT, 16, mirage, 20, 22, 1.00 
2014,06,22, dignitas, 16, dAT, 02, inferno, 08, 17, 0.55 
2014,06,22, dignitas, 16, dAT, 13, nuke, 14, 24, 0.62 
2014,06,22, mousesports, 16, dAT, 10, mirage, 15, 21, 0.86 
2014,06,22, mousesports, 16, dAT, 08, inferno, 15, 21, 0.77 
2014,06,22, mousesports, 08, dAT, 16, train, 15, 17, 0.89 
2014,04,13, Hashtag, 16, 97club, 08, train, 19, 17, 1.09 
2014,04,13, 97club, 16, Hashtag, 09, mirage, 12, 20, 0.59 
2014,04,13, 97club, 11, Hashtag, 16, inferno, 22, 17, 1.20 
2014,04,13, Hashtag, 19, HR.mix, 17, inferno, 19, 21, 0.83 
2014,04,13, Hashtag, 19, HR.mix, 17, nuke, 23, 26, 0.89 
2014,04,12, Hashtag, 16, ALLIN, 09, nuke, 19, 13, 1.12 
2014,04,12, Hashtag, 16, ALLIN, 14, mirage, 10, 20, 0.65 
2014,04,08, Courage, 12, ACES, 16, nuke, 14, 20, 0.72 
2014,04,07, NatusVincere, 16, Courage, 07, mirage, 13, 19, 0.77 
2014,04,06, Virtus.pro, 15, Courage, 15, mirage, 16, 24, 0.72 
2014,04,06, Courage, 14, ALTERNATEaTTaX, 16, inferno, 21, 18, 1.00 
2014,04,06, Courage, 16, k1ck, 07, inferno, 16, 12, 1.15 
2014,04,06, Courage, 06, NiP, 16, nuke, 14, 18, 0.79 
2014,04,03, Courage, 12, mousesports, 16, mirage, 17, 23, 0.74 
2014,04,03, HellRaisers, 16, Courage, 10, nuke, 10, 22, 0.56 
2014,04,02, Courage, 08, Titan, 16, nuke, 10, 20, 0.51 
2014,04,01, Courage, 15, MYM, 15, nuke, 14, 26, 0.60 
2014,03,31, fnatic, 16, Courage, 12, inferno, 12, 22, 0.64 
2014,03,26, Courage, 13, Clan-Mystik, 16, inferno, 17, 20, 0.86 
2014,03,24, Courage, 11, LDLC, 16, inferno, 13, 23, 0.63 
2014,03,02, Courage, 07, MayaM, 16, nuke, 09, 20, 0.48 
2013,12,10, Nostalgie, 16, KerchNET, 12, mirage, 20, 22, 0.88 
2013,12,10, mousesports, 10, KerchNET, 16, inferno, 12, 15, 0.91 
2013,12,10, momomomo, 16, KerchNET, 13, inferno, 10, 20, 0.62 
2013,12,10, KerchNET, 14, k1ck, 16, nuke, 21, 20, 1.01 
2013,12,09, AstanaDragons, 16, KerchNET, 04, inferno, 10, 19, 0.52 
2013,12,09, KerchNET, 13, NatusVincere, 16, mirage, 17, 24, 0.77 
2013,12,08, UniversalSoldiers, 16, KerchNET, 14, mirage, 17, 23, 0.74 
2013,12,08, Clan-Mystik, 15, KerchNET, 15, nuke, 28, 22, 1.25 
2013,12,07, LGB, 16, KerchNET, 05, mirage, 12, 18, 0.70 
2013,12,07, iNation, 16, KerchNET, 03, inferno, 09, 19, 0.49 
2013,12,05, USSR, 05, KerchNET, 16, inferno, 26, 12, 1.94 
2013,12,03, 3DMAX, 12, KerchNET, 16, dust2, 16, 20, 0.90 
2013,12,03, ACES, 13, KerchNET, 16, nuke, 17, 19, 0.87 
2013,11,18, KerchNET, 04, ALTERNATEaTTaX, 16, dust2, 09, 19, 0.47 
2013,10,10, Italy, 15, Ukraine, 15, nuke_se, 23, 21, 1.06 
2013,10,02, 3DMAX, 16, KerchNET, 08, inferno_se, 12, 17, 0.73 
2013,09,26, NatusVincere, 15, KerchNET, 15, mirage_ce, 16, 21, 0.81 
2013,09,26, KerchNET, 03, ESC, 16, cache, 09, 17, 0.70 
2013,09,26, AstanaDragons, 15, KerchNET, 15, inferno_se, 20, 21, 0.96 
2013,09,24, KerchNET, 14, k1ck, 16, nuke_se, 20, 22, 0.91 
2013,09,24, CPLAY, 16, KerchNET, 09, nuke_se, 19, 19, 0.92 
2013,09,24, NiP, 16, KerchNET, 02, nuke_se, 09, 17, 0.46 
2013,09,20, n!faculty, 12, KerchNET, 16, nuke_se, 19, 19, 0.93 
2013,09,13, KerchNET, 16, b.s3x, 14, nuke_se, 15, 20, 0.81 
2013,09,12, USSR, 16, KerchNET, 12, inferno_se, 11, 17, 0.86 
2013,09,12, KerchNET, 16, Courage, 07, inferno_se, 22, 15, 1.51 
2013,09,06, KerchNET, 04, VeryGames, 16, nuke_se, 09, 18, 0.54 
2013,09,06, KerchNET, 02, fnatic, 16, inferno_se, 12, 17, 0.91 
2013,09,05, ALTERNATEaTTaX, 08, KerchNET, 16, nuke_se, 27, 14, 1.62 
2013,06,20, KerchNET, 04, ESC, 16, nuke_se, 13, 17, 0.81 
2013,06,20, KerchNET, 07, fnatic, 16, nuke_se, 14, 21, 0.66 
2013,06,19, KerchNET, 13, NatusVincere, 16, inferno_se, 26, 22, 1.25 
2013,06,19, zNation, 16, KerchNET, 02, mirage_ce, 03, 18, 0.14 
2013,06,19, NiP, 16, KerchNET, 05, mirage_ce, 11, 19, 0.60 
2013,06,13, 3DMAX, 16, KerchNET, 11, mirage_ce, 23, 16, 1.30 
2013,06,10, n!faculty, 16, KerchNET, 06, mirage_ce, 12, 21, 0.60 
2013,06,05, ALTERNATEaTTaX, 16, KerchNET, 10, mirage_ce, 14, 24, 0.60 
2013,06,05, Virtus.pro, 14, KerchNET, 16, mirage_ce, 24, 18, 1.21 
2013,06,04, KerchNET, 06, Epsilon, 16, inferno_se, 13, 20, 0.62 
2013,05,30, KerchNET, 10, ENTiTY, 16, mirage_ce, 21, 19, 1.07 
2013,05,30, KerchNET, 15, CPLAY, 15, nuke_se, 26, 19, 1.27 
2013,05,29, k1ck, 11, KerchNET, 16, nuke_se, 23, 17, 1.23 
2013,05,29, ELTZ, 12, KerchNET, 16, inferno_se, 19, 18, 1.00 
2013,05,28, iNation, 16, KerchNET, 11, mirage_ce, 12, 23, 0.58 
2013,05,21, EYESONU, 16, KerchNET, 09, mirage_ce, 17, 20, 0.82 
2013,05,14, KerchNET, 09, plan-B, 16, inferno_se, 15, 19, 0.79 
2013,03,24, KerchNET, 16, RussianRoulette, 13, mirage_ce, 38, 16, 1.97 
2013,03,20, dAT, 16, KerchNET, 13, mirage_ce, 23, 24, 1.02 
2013,03,19, ESC, 16, KerchNET, 06, mirage_ce, 21, 19, 1.25 
2013,03,14, KerchNET, 07, NatusVincere, 16, mirage_ce, 17, 17, 1.06 
2013,03,14, Imaginary, 10, KerchNET, 16, nuke_se, 24, 17, 1.25 
2013,03,13, Virtus.pro, 16, KerchNET, 01, mirage_ce, 02, 17, 0.10 
2013,03,12, KerchNET, 06, ALTERNATEaTTaX, 16, inferno_se, 18, 18, 1.07 
2013,03,07, KerchNET, 07, fnatic, 16, mirage_ce, 11, 20, 0.58 
2013,03,06, zNation, 16, KerchNET, 06, mirage_ce, 13, 19, 0.79 
2013,03,04, 3DMAX, 16, KerchNET, 09, inferno_se, 15, 21, 0.89 
2013,02,28, NiP, 16, KerchNET, 05, inferno_se, 08, 19, 0.45 
2013,02,21, KerchNET, 04, VeryGames, 16, nuke_se, 11, 19, 0.56 
2013,02,20, KerchNET, 10, Faith, 16, nuke_se, 16, 22, 0.75 
2012,11,29, NatusVincere, 16, KerchNET, 03, dust2_se, 08, 19, 0.41 
2012,11,29, ALTERNATEaTTaX, 16, KerchNET, 07, mirage_ce, 09, 20, 0.56 
2012,11,28, KerchNET, 04, mousesports, 16, mirage_ce, 07, 19, 0.36 
2012,11,28, KerchNET, 02, Hawks, 16, dust2_se, 06, 17, 0.32 
2012,11,28, CPHWolves, 16, KerchNET, 04, mirage_ce, 10, 16, 0.78 
2012,11,28, dAT, 16, KerchNET, 01, mirage_ce, 12, 16, 0.94 
