2016,03,28,00:30,102,417,14,618,5,16,2,13,3,3,417,20,9,1.59 
2016,03,28,00:30,102,417,0,618,12,16,8,7,4,9,417,20,17,1.19 
2016,03,28,00:30,102,417,7,618,16,14,11,4,5,10,417,22,19,1.07 
2016,02,21,13:00,673,315,0,651,16,6,9,6,7,0,315,18,17,1.19 
2016,02,21,13:00,315,673,7,651,6,16,3,12,3,4,315,18,17,1.05 
2015,11,08,20:30,259,370,1,759,22,25,4,11,11,4,370,51,31,1.59 
2015,11,08,20:30,370,259,0,759,16,14,8,7,8,7,370,23,19,1.11 
2015,11,08,15:00,370,633,0,759,16,8,13,2,3,6,370,22,14,1.37 
2015,11,08,15:00,370,633,6,759,16,12,9,6,7,6,370,17,15,1.07 
2015,09,14,23:00,964,963,1,803,16,13,12,3,4,10,964,26,16,1.29 
2015,08,31,21:15,964,315,4,803,11,16,9,6,2,10,964,18,20,0.90 
2015,08,25,23:15,964,701,7,803,16,11,10,5,6,6,964,16,15,0.94 
2015,04,28,22:30,599,316,1,933,16,14,8,7,8,7,599,27,19,1.34 
2015,04,28,22:30,316,599,6,933,12,16,10,5,2,11,599,19,17,0.99 
2015,04,27,23:00,599,315,5,933,14,16,9,6,5,10,599,23,22,0.97 
2015,04,27,23:00,599,315,1,933,16,11,9,6,7,5,599,15,19,0.79 
2015,04,27,23:00,599,315,0,933,9,16,6,9,3,7,599,9,19,0.50 
2015,04,27,20:00,316,599,14,933,11,16,3,12,8,4,599,24,16,1.33 
2015,04,27,20:00,599,316,6,933,11,16,8,7,3,9,599,8,23,0.39 
2015,04,27,20:00,316,599,5,933,5,16,4,11,1,5,599,16,12,1.10 
2013,04,06,16:00,1410,314,9,1152,13,16,6,9,7,7,314,27,21,1.38 
2013,04,06,14:45,599,314,13,1152,16,6,10,5,6,1,314,7,19,0.40 
2013,04,06,13:30,210,314,10,1152,15,15,7,8,8,7,314,14,22,0.67 
2013,04,06,12:15,1370,314,9,1152,16,9,7,8,9,1,314,18,20,0.90 
2013,03,30,00:15,690,314,11,1155,16,1,14,1,2,0,314,6,15,0.37 
2013,03,30,00:15,690,314,13,1155,16,10,9,6,7,4,314,19,20,0.95 
2013,03,29,17:00,218,314,9,1155,16,14,4,11,12,3,314,11,21,0.59 
2013,03,29,17:00,314,218,13,1155,16,8,12,3,4,5,314,17,13,1.14 
2013,03,29,17:00,218,314,10,1155,16,10,8,7,8,3,314,18,21,0.82 
2013,03,29,13:30,1383,314,10,1155,16,14,9,6,7,8,314,20,21,1.03 
2013,03,29,13:30,1383,314,9,1155,16,6,9,6,7,0,314,9,19,0.51 
2013,03,29,10:00,1353,314,11,1155,16,4,11,4,5,0,314,17,15,1.09 
2013,03,29,10:00,314,1353,9,1155,15,19,9,6,6,9,314,23,27,0.94 
