2016,07,13, 005, 05, 033, 16, 02, 00 
2016,07,13, 005, 05, 033, 16, 03, 00 
2016,07,08, 005, 17, 022, 19, 05, 01 
2016,07,08, 005, 07, 022, 16, 00, 01 
2016,07,07, 005, 16, 004, 11, 00, 01 
2016,07,07, 005, 16, 004, 02, 07, 01 
2016,07,07, 005, 14, 004, 16, 04, 01 
2016,07,06, 005, 16, 145, 13, 02, 01 
2016,07,05, 005, 07, 000, 16, 02, 01 
2016,06,25, 005, 02, 000, 16, 00, 00 
2016,06,25, 005, 13, 000, 16, 02, 00 
2016,06,23, 005, 16, 007, 09, 07, 00 
2016,06,23, 005, 16, 007, 09, 04, 00 
2016,06,22, 005, 16, 006, 02, 02, 00 
2016,06,22, 005, 05, 006, 16, 05, 00 
2016,06,22, 005, 06, 000, 16, 02, 00 
2016,06,22, 005, 08, 000, 16, 04, 00 
2016,06,21, 005, 16, 007, 06, 03, 00 
2016,06,21, 005, 16, 007, 19, 02, 00 
2016,06,12, 005, 16, 011, 09, 04, 203 
2016,06,12, 005, 16, 167, 12, 02, 203 
2016,06,11, 005, 07, 145, 16, 02, 203 
2016,06,10, 005, 05, 019, 16, 03, 203 
2016,06,09, 005, 16, 033, 09, 00, 203 
2016,05,20, 005, 09, 000, 16, 03, 03 
2016,05,20, 005, 14, 000, 16, 04, 03 
2016,05,20, 005, 16, 000, 04, 02, 03 
2016,05,19, 005, 13, 010, 16, 06, 03 
2016,05,19, 005, 03, 010, 16, 03, 03 
2016,05,11, 005, 13, 010, 16, 03, 167 
2016,05,11, 005, 14, 010, 16, 02, 167 
2016,04,27, 005, 02, 169, 16, 07, 167 
2016,04,27, 005, 04, 169, 16, 04, 167 
2016,04,26, 005, 16, 008, 06, 06, 04 
2016,04,26, 005, 14, 008, 16, 02, 04 
2016,04,25, 005, 16, 022, 12, 02, 169 
2016,04,25, 005, 16, 022, 14, 00, 169 
2016,04,25, 005, 12, 022, 16, 04, 169 
2016,04,21, 005, 02, 019, 16, 03, 04 
2016,04,21, 005, 08, 019, 16, 06, 04 
2016,04,20, 005, 07, 018, 16, 03, 04 
2016,04,20, 005, 16, 018, 03, 04, 04 
2016,04,20, 005, 16, 000, 08, 03, 04 
2016,04,20, 005, 12, 000, 16, 02, 04 
2016,04,19, 005, 12, 028, 16, 00, 172 
2016,04,19, 005, 16, 028, 14, 04, 172 
2016,04,19, 005, 08, 028, 16, 07, 172 
2016,04,17, 005, 16, 262, 05, 03, 172 
2016,04,17, 005, 16, 262, 11, 06, 172 
2016,04,13, 005, 16, 170, 06, 00, 169 
2016,04,13, 005, 16, 170, 11, 03, 169 
2016,04,11, 005, 16, 180, 13, 00, 167 
2016,04,11, 005, 19, 180, 15, 02, 167 
2016,04,10, 005, 08, 018, 16, 06, 172 
2016,04,10, 005, 16, 018, 13, 04, 172 
2016,04,10, 005, 08, 018, 16, 00, 172 
2016,04,07, 005, 08, 004, 16, 03, 04 
2016,04,07, 005, 04, 004, 16, 04, 04 
2016,03,30, 005, 28, 007, 31, 03, 06 
2016,03,29, 005, 17, 004, 19, 07, 06 
2016,03,23, 005, 14, 001, 16, 06, 04 
2016,03,23, 005, 13, 001, 16, 04, 04 
2016,03,22, 005, 13, 022, 16, 02, 04 
2016,03,22, 005, 16, 022, 10, 00, 04 
2016,03,21, 005, 16, 022, 12, 03, 172 
2016,03,21, 005, 16, 022, 08, 07, 172 
2016,03,20, 005, 16, 007, 13, 03, 04 
2016,03,20, 005, 16, 007, 12, 04, 04 
2016,03,20, 005, 10, 179, 16, 02, 175 
2016,03,20, 005, 04, 179, 16, 06, 175 
2016,03,20, 005, 16, 139, 04, 03, 175 
2016,03,20, 005, 16, 139, 08, 02, 175 
