BO_3, 2016,08,06, Epsilon, SpaceSoldiers, Epsilon.rm.dust2; SpaceSoldiers.rm.nuke; Epsilon.pk.cache; SpaceSoldiers.pk.cbble; Epsilon.rm.train; SpaceSoldiers.rm.overpass 
BO_1, 2016,07,05, NiP, OpTic, NiP.rm.cbble; OpTic.rm.cache; NiP.rm.train; OpTic.rm.overpass; NiP.rm.mirage; none 
BO_1, 2016,07,05, FlipSid3, NatusVincere, FlipSid3.rm.dust2; NatusVincere.rm.cache; FlipSid3.rm.cbble; NatusVincere.rm.nuke; FlipSid3.rm.mirage; none 
BO_1, 2016,07,05, CLG, Gambit, CLG.rm.cache; Gambit.rm.overpass; CLG.rm.train; Gambit.rm.mirage; CLG.rm.nuke; none 
BO_1, 2016,07,05, Astralis, dignitas, Astralis.rm.nuke; dignitas.rm.train; Astralis.rm.cbble; dignitas.rm.dust2; Astralis.rm.cache; none 
BO_3, 2016,07,02, Virtus.pro, EnVyUs, Virtus.pro.rm.dust2; EnVyUs.rm.overpass; Virtus.pro.pk.train; EnVyUs.pk.cache; Virtus.pro.rm.nuke; EnVyUs.rm.mirage 
BO_3, 2016,06,30, EnVyUs, compLexity, EnVyUs.rm.overpass; compLexity.rm.nuke; EnVyUs.pk.dust2; compLexity.pk.cache; EnVyUs.rm.train; compLexity.rm.cbble 
BO_3, 2016,06,26, G2, Luminosity, G2.rm.mirage; Luminosity.rm.cache; G2.pk.dust2; Luminosity.pk.overpass; G2.rm.train; Luminosity.rm.cbble 
BO_3, 2016,06,26, Luminosity, TSM, Luminosity.rm.cache; TSM.rm.nuke; Luminosity.pk.overpass; TSM.pk.cbble; Luminosity.rm.mirage; TSM.rm.dust2 
BO_3, 2016,06,26, fnatic, G2, fnatic.rm.nuke; G2.rm.mirage; fnatic.pk.overpass; G2.pk.dust2; fnatic.rm.train; G2.rm.cbble 
BO_3, 2016,06,25, Cloud9, TSM, Cloud9.rm.cbble; TSM.rm.dust2; Cloud9.pk.cache; TSM.pk.train; Cloud9.rm.nuke; TSM.rm.overpass 
BO_3, 2016,06,25, Liquid, G2, Liquid.rm.cache; G2.rm.mirage; Liquid.pk.cbble; G2.pk.dust2; Liquid.rm.overpass; G2.rm.train 
BO_3, 2016,06,25, Cloud9, Astralis, Cloud9.rm.mirage; Astralis.rm.nuke; Cloud9.pk.dust2; Astralis.pk.overpass; Cloud9.rm.train; Astralis.rm.cbble 
BO_3, 2016,06,25, NiP, G2, NiP.rm.overpass; G2.rm.mirage; NiP.pk.cache; G2.pk.dust2; NiP.rm.nuke; G2.rm.train 
BO_3, 2016,06,25, NatusVincere, FlipSid3, NatusVincere.rm.cache; FlipSid3.rm.dust2; NatusVincere.pk.train; FlipSid3.pk.mirage; NatusVincere.rm.nuke; FlipSid3.rm.cbble 
BO_1, 2016,06,24, fnatic, TSM, fnatic.rm.cache; TSM.rm.dust2; fnatic.rm.mirage; TSM.rm.nuke; fnatic.rm.train; TSM.rm.overpass 
BO_1, 2016,06,24, Cloud9, fnatic, Cloud9.rm.cbble; fnatic.rm.mirage; Cloud9.rm.nuke; fnatic.rm.cache; Cloud9.rm.train; fnatic.rm.overpass 
BO_1, 2016,06,24, TSM, Astralis, TSM.rm.overpass; Astralis.rm.cache; TSM.rm.dust2; Astralis.rm.train; TSM.rm.mirage; Astralis.rm.nuke 
BO_1, 2016,06,24, Luminosity, Liquid, Luminosity.rm.cache; Liquid.rm.mirage; Luminosity.rm.cbble; Liquid.rm.overpass; Luminosity.rm.nuke; Liquid.rm.dust2 
BO_1, 2016,06,24, G2, Liquid, G2.rm.mirage; Liquid.rm.overpass; G2.rm.train; Liquid.rm.cache; G2.rm.dust2; Liquid.rm.nuke 
BO_1, 2016,06,24, NiP, Luminosity, NiP.rm.overpass; Luminosity.rm.cache; NiP.rm.mirage; Luminosity.rm.dust2; NiP.rm.cbble; Luminosity.rm.nuke 
BO_3, 2016,06,23, FlipSid3, mousesports, FlipSid3.rm.dust2; mousesports.rm.nuke; FlipSid3.pk.overpass; mousesports.pk.cache; FlipSid3.rm.mirage; mousesports.rm.cbble 
BO_3, 2016,06,20, NiP, Immortals, NiP.rm.overpass; Immortals.rm.nuke; NiP.pk.cache; Immortals.pk.mirage; NiP.rm.cbble; Immortals.rm.dust2 
BO_3, 2016,06,20, NiP, Astralis, NiP.rm.mirage; Astralis.rm.nuke; NiP.pk.cache; Astralis.pk.overpass; NiP.rm.dust2; Astralis.rm.train 
BO_3, 2016,06,20, Immortals, GODSENT, Immortals.rm.cbble; GODSENT.rm.dust2; Immortals.pk.cache; GODSENT.pk.mirage; Immortals.rm.nuke; GODSENT.rm.overpass 
BO_3, 2016,06,19, Epsilon, NiP, Epsilon.rm.cbble; NiP.rm.mirage; Epsilon.pk.overpass; NiP.pk.cache; Epsilon.rm.train; NiP.rm.nuke 
BO_3, 2016,06,19, Immortals, SK, Immortals.rm.nuke; SK.rm.cache; Immortals.pk.cbble; SK.pk.overpass; Immortals.rm.mirage; SK.rm.dust2 
BO_3, 2016,06,19, HellRaisers, Epsilon, HellRaisers.rm.train; Epsilon.rm.cbble; HellRaisers.pk.nuke; Epsilon.pk.mirage; HellRaisers.rm.overpass; Epsilon.rm.cache 
BO_3, 2016,06,19, ENCE, Immortals, ENCE.rm.overpass; Immortals.rm.nuke; ENCE.pk.mirage; Immortals.pk.cbble; ENCE.rm.cache; Immortals.rm.train 
BO_1, 2016,06,18, NiP, GODSENT, NiP.rm.overpass; GODSENT.rm.dust2; NiP.rm.cbble; GODSENT.rm.cache; NiP.rm.nuke; GODSENT.rm.train 
BO_1, 2016,06,18, Astralis, SK, Astralis.rm.nuke; SK.rm.dust2; Astralis.rm.train; SK.rm.mirage; Astralis.rm.cbble; SK.rm.cache 
BO_1, 2016,06,18, HellRaisers, GODSENT, HellRaisers.rm.train; GODSENT.rm.dust2; HellRaisers.rm.overpass; GODSENT.rm.nuke; HellRaisers.rm.cache; GODSENT.rm.mirage 
BO_1, 2016,06,18, Immortals, SK, Immortals.rm.mirage; SK.rm.cbble; Immortals.rm.nuke; SK.rm.cache; Immortals.rm.overpass; SK.rm.dust2 
BO_1, 2016,06,18, Epsilon, NiP, Epsilon.rm.cbble; NiP.rm.overpass; Epsilon.rm.train; NiP.rm.mirage; Epsilon.rm.nuke; NiP.rm.dust2 
BO_1, 2016,06,18, Astralis, ENCE, Astralis.rm.cbble; ENCE.rm.overpass; Astralis.rm.cache; ENCE.rm.dust2; Astralis.rm.nuke; ENCE.rm.train 
BO_3, 2016,06,18, FaZe, fnatic, FaZe.rm.overpass; fnatic.rm.mirage; FaZe.pk.cache; fnatic.pk.cbble; FaZe.rm.dust2; fnatic.rm.train 
BO_3, 2016,06,16, FaZe, dignitas, FaZe.rm.nuke; dignitas.rm.train; FaZe.pk.cache; dignitas.pk.overpass; FaZe.rm.dust2; dignitas.rm.cbble 
BO_3, 2016,06,16, TSM, fnatic, TSM.rm.nuke; fnatic.rm.train; TSM.pk.cache; fnatic.pk.mirage; TSM.rm.dust2; fnatic.rm.overpass 
BO_1, 2016,06,12, Cloud9, G2, Cloud9.rm.train; G2.rm.cbble; G2.rm.mirage; Cloud9.rm.nuke; Cloud9.rm.dust2; G2.rm.overpass 
BO_1, 2016,06,12, FlipSid3, HellRaisers, FlipSid3.rm.dust2; HellRaisers.rm.train; HellRaisers.rm.mirage; FlipSid3.rm.cache; FlipSid3.rm.cbble; HellRaisers.rm.nuke 
BO_1, 2016,06,12, dignitas, TyLoo, dignitas.rm.cache; TyLoo.rm.train; TyLoo.rm.overpass; dignitas.rm.nuke; dignitas.rm.dust2; TyLoo.rm.mirage 
BO_1, 2016,06,12, G2, Gambit, G2.rm.mirage; Gambit.rm.dust2; Gambit.rm.overpass; G2.rm.cbble; G2.rm.nuke; Gambit.rm.cache 
BO_1, 2016,06,12, EnVyUs, Cloud9, EnVyUs.rm.overpass; Cloud9.rm.dust2; Cloud9.rm.mirage; EnVyUs.rm.train; EnVyUs.rm.nuke; Cloud9.rm.cache 
BO_1, 2016,06,12, HellRaisers, OpTic, HellRaisers.rm.train; OpTic.rm.dust2; OpTic.rm.overpass; HellRaisers.rm.nuke; HellRaisers.rm.cbble; OpTic.rm.mirage 
BO_1, 2016,06,12, FlipSid3, Immortals, FlipSid3.rm.dust2; Immortals.rm.overpass; Immortals.rm.nuke; FlipSid3.rm.cbble; FlipSid3.rm.cache; Immortals.rm.mirage 
BO_1, 2016,06,12, Renegades, dignitas, Renegades.rm.mirage; dignitas.rm.train; dignitas.rm.cbble; Renegades.rm.nuke; Renegades.rm.overpass; dignitas.rm.cache 
BO_1, 2016,06,11, FaZe, Gambit, FaZe.rm.cbble; Gambit.rm.mirage; Gambit.rm.overpass; FaZe.rm.nuke; FaZe.rm.dust2; Gambit.rm.cache 
BO_1, 2016,06,11, G2, mousesports, G2.rm.mirage; mousesports.rm.cbble; mousesports.rm.overpass; G2.rm.nuke; G2.rm.cache; mousesports.rm.train 
BO_1, 2016,06,11, EnVyUs, Splyce, EnVyUs.rm.nuke; Splyce.rm.dust2; Splyce.rm.mirage; EnVyUs.rm.train; EnVyUs.rm.overpass; Splyce.rm.cache 
BO_1, 2016,06,11, TyLoo, Cloud9, TyLoo.rm.train; Cloud9.rm.overpass; Cloud9.rm.mirage; TyLoo.rm.nuke; TyLoo.rm.dust2; Cloud9.rm.cbble 
BO_1, 2016,06,11, OpTic, FlipSid3, OpTic.rm.mirage; FlipSid3.rm.cache; FlipSid3.rm.cbble; OpTic.rm.overpass; OpTic.rm.nuke; FlipSid3.rm.dust2 
BO_1, 2016,06,11, dignitas, HellRaisers, dignitas.rm.dust2; HellRaisers.rm.overpass; HellRaisers.rm.mirage; dignitas.rm.cache; dignitas.rm.cbble; HellRaisers.rm.train 
BO_1, 2016,06,11, Immortals, Empire, Immortals.rm.train; Empire.rm.cache; Empire.rm.dust2; Immortals.rm.nuke; Immortals.rm.overpass; Empire.rm.mirage 
BO_3, 2016,06,11, CLG, Astralis, CLG.rm.nuke; Astralis.rm.cbble; CLG.pk.mirage; Astralis.pk.dust2; CLG.rm.train; Astralis.rm.cache 
BO_1, 2016,06,10, EnVyUs, Gambit, EnVyUs.rm.nuke; Gambit.rm.overpass; Gambit.rm.mirage; EnVyUs.rm.train; EnVyUs.rm.cache; Gambit.rm.dust2 
BO_1, 2016,06,10, mousesports, Cloud9, mousesports.rm.cbble; Cloud9.rm.dust2; Cloud9.rm.nuke; mousesports.rm.overpass; mousesports.rm.train; Cloud9.rm.cache 
BO_1, 2016,06,10, FlipSid3, FaZe, FlipSid3.rm.dust2; FaZe.rm.overpass; FaZe.rm.nuke; FlipSid3.rm.cache; FlipSid3.rm.mirage; FaZe.rm.train 
BO_1, 2016,06,10, G2, HellRaisers, G2.rm.mirage; HellRaisers.rm.train; HellRaisers.rm.cache; G2.rm.cbble; G2.rm.overpass; HellRaisers.rm.nuke 
BO_1, 2016,06,10, dignitas, Empire, dignitas.rm.train; Empire.rm.cache; Empire.rm.mirage; dignitas.rm.dust2; dignitas.rm.cbble; Empire.rm.overpass 
BO_1, 2016,06,10, Immortals, TyLoo, Immortals.rm.overpass; TyLoo.rm.train; TyLoo.rm.nuke; Immortals.rm.mirage; Immortals.rm.dust2; TyLoo.rm.cbble 
BO_1, 2016,06,10, FluffyGangsters, OpTic, FluffyGangsters.rm.overpass; OpTic.rm.dust2; OpTic.rm.mirage; FluffyGangsters.rm.cache; FluffyGangsters.rm.nuke; OpTic.rm.cbble 
BO_3, 2016,06,09, SK, CLG, SK.rm.dust2; CLG.rm.nuke; SK.pk.train; CLG.pk.cbble; SK.rm.cache; CLG.rm.mirage 
BO_1, 2016,06,09, TyLoo, G2, TyLoo.rm.train; G2.rm.mirage; G2.rm.overpass; TyLoo.rm.dust2; TyLoo.rm.nuke; G2.rm.cbble 
BO_1, 2016,06,09, dignitas, FaZe, dignitas.rm.cache; FaZe.rm.overpass; FaZe.rm.nuke; dignitas.rm.train; dignitas.rm.dust2; FaZe.rm.cbble 
BO_3, 2016,06,09, Astralis, NRG, Astralis.rm.nuke; NRG.rm.mirage; Astralis.pk.overpass; NRG.pk.cache; Astralis.rm.train; NRG.rm.dust2 
BO_1, 2016,06,09, OpTic, Gambit, OpTic.rm.dust2; Gambit.rm.overpass; Gambit.rm.nuke; OpTic.rm.cache; OpTic.rm.mirage; Gambit.rm.train 
BO_1, 2016,06,09, Immortals, EnVyUs, Immortals.rm.nuke; EnVyUs.rm.train; EnVyUs.rm.mirage; Immortals.rm.overpass; Immortals.rm.cbble; EnVyUs.rm.cache 
BO_1, 2016,06,09, FluffyGangsters, mousesports, FluffyGangsters.rm.cache; mousesports.rm.overpass; mousesports.rm.cbble; FluffyGangsters.rm.nuke; FluffyGangsters.rm.mirage; mousesports.rm.train 
BO_1, 2016,06,09, Empire, Cloud9, Empire.rm.cache; Cloud9.rm.train; Cloud9.rm.overpass; Empire.rm.dust2; Empire.rm.nuke; Cloud9.rm.mirage 
BO_1, 2016,06,09, Renegades, FlipSid3, Renegades.rm.overpass; FlipSid3.rm.cbble; FlipSid3.rm.cache; Renegades.rm.nuke; Renegades.rm.train; FlipSid3.rm.dust2 
BO_3, 2016,06,05, Virtus.pro, NatusVincere, Virtus.pro.rm.dust2; NatusVincere.rm.cache; Virtus.pro.rm.overpass; NatusVincere.rm.nuke; Virtus.pro.pk.mirage; NatusVincere.pk.train 
BO_3, 2016,06,04, NiP, G2, NiP.rm.nuke; G2.rm.mirage; NiP.pk.cache; G2.pk.train; NiP.rm.dust2; G2.rm.overpass 
BO_3, 2016,06,02, NiP, OpTic, NiP.rm.nuke; OpTic.rm.cache; NiP.pk.cbble; OpTic.pk.overpass; NiP.rm.mirage; OpTic.rm.dust2 
BO_3, 2016,06,02, Selfless, G2, Selfless.rm.nuke; G2.rm.mirage; Selfless.pk.cache; G2.pk.train; Selfless.rm.dust2; G2.rm.overpass 
BO_3, 2016,05,28, Luminosity, Cloud9, Luminosity.rm.cache; Cloud9.rm.nuke; Luminosity.pk.mirage; Cloud9.pk.cbble; Luminosity.rm.overpass; Cloud9.rm.train 
BO_3, 2016,05,26, Renegades, Cloud9, Renegades.rm.dust2; Cloud9.rm.nuke; Renegades.pk.cbble; Cloud9.pk.cache; Renegades.rm.overpass; Cloud9.rm.mirage 
BO_3, 2016,05,26, Luminosity, Liquid, Luminosity.rm.cache; Liquid.rm.overpass; Luminosity.pk.mirage; Liquid.pk.nuke; Luminosity.rm.cbble; Liquid.rm.train 
BO_3, 2016,05,22, TempoStorm, OpTic, TempoStorm.rm.overpass; OpTic.rm.cache; TempoStorm.pk.dust2; OpTic.pk.train; none; none 
BO_3, 2016,05,22, NatusVincere, Virtus.pro, NatusVincere.rm.cache; Virtus.pro.rm.dust2; NatusVincere.rm.mirage; Virtus.pro.rm.overpass; NatusVincere.pk.inferno; Virtus.pro.pk.train 
BO_3, 2016,05,22, TSM, TempoStorm, TSM.rm.nuke; TempoStorm.rm.overpass; TSM.pk.dust2; TempoStorm.pk.cbble; none; none 
BO_3, 2016,05,21, OpTic, TempoStorm, OpTic.rm.cache; TempoStorm.rm.overpass; OpTic.pk.train; TempoStorm.pk.cbble; none; none 
BO_3, 2016,05,21, Virtus.pro, Dobry&Gaming, Virtus.pro.rm.overpass; Dobry&Gaming.rm.inferno; Virtus.pro.rm.cache; Dobry&Gaming.rm.cbble; Virtus.pro.pk.mirage; Dobry&Gaming.pk.dust2 
BO_3, 2016,05,21, Selfless, TSM, Selfless.rm.nuke; TSM.rm.cache; Selfless.pk.train; TSM.pk.cbble; none; none 
BO_3, 2016,05,21, GODSENT, NatusVincere, GODSENT.rm.dust2; NatusVincere.rm.cache; GODSENT.rm.overpass; NatusVincere.rm.inferno; GODSENT.pk.cbble; NatusVincere.pk.mirage 
BO_3, 2016,05,21, WorstPlayers, GODSENT, WorstPlayers.rm.inferno; GODSENT.rm.dust2; WorstPlayers.rm.train; GODSENT.rm.cache; WorstPlayers.pk.mirage; GODSENT.pk.cbble 
BO_3, 2016,05,21, TSM, OpTic, TSM.rm.train; OpTic.rm.cbble; TSM.pk.overpass; OpTic.pk.cache; none; none 
BO_3, 2016,05,20, GODSENT, Dobry&Gaming, GODSENT.rm.overpass; Dobry&Gaming.rm.inferno; GODSENT.rm.dust2; Dobry&Gaming.rm.cbble; GODSENT.pk.train; Dobry&Gaming.pk.cache 
BO_3, 2016,05,20, NRG, TSM, NRG.rm.cbble; TSM.rm.nuke; NRG.pk.cache; TSM.pk.overpass; none; none 
BO_3, 2016,05,20, Virtus.pro, HellRaisers, Virtus.pro.rm.dust2; HellRaisers.rm.train; Virtus.pro.rm.inferno; HellRaisers.rm.cbble; Virtus.pro.pk.mirage; HellRaisers.pk.cache 
BO_3, 2016,05,20, FlipSid3, NatusVincere, FlipSid3.rm.dust2; NatusVincere.rm.cache; FlipSid3.rm.inferno; NatusVincere.rm.mirage; FlipSid3.pk.train; NatusVincere.pk.overpass 
BO_1, 2016,05,20, Selfless, OpTic, Selfless.rm.cbble; OpTic.rm.cache; Selfless.rm.nuke; OpTic.rm.dust2; none; none 
BO_1, 2016,05,19, Kaliber, TSM, Kaliber.rm.train; TSM.rm.cache; Kaliber.rm.cbble; TSM.rm.nuke; none; none 
BO_1, 2016,05,19, WinOut, OpTic, WinOut.rm.overpass; OpTic.rm.dust2; WinOut.rm.cbble; OpTic.rm.nuke; none; none 
BO_1, 2016,05,19, TempoStorm, TSM, TempoStorm.rm.overpass; TSM.rm.train; TempoStorm.rm.nuke; TSM.rm.mirage; none; none 
BO_3, 2016,05,19, FlipSid3, GODSENT, FlipSid3.rm.dust2; GODSENT.rm.overpass; FlipSid3.rm.cache; GODSENT.rm.mirage; FlipSid3.pk.cbble; GODSENT.pk.inferno 
BO_3, 2016,05,19, SK, WorstPlayers, SK.rm.dust2; WorstPlayers.rm.train; SK.rm.inferno; WorstPlayers.rm.overpass; SK.pk.mirage; WorstPlayers.pk.cache 
BO_3, 2016,05,19, Virtus.pro, WorstPlayers, Virtus.pro.rm.dust2; WorstPlayers.rm.train; Virtus.pro.rm.inferno; WorstPlayers.rm.overpass; Virtus.pro.pk.mirage; WorstPlayers.pk.cache 
BO_3, 2016,05,19, HellRaisers, SK, HellRaisers.rm.train; SK.rm.dust2; HellRaisers.rm.cbble; SK.rm.inferno; HellRaisers.pk.cache; SK.pk.overpass 
BO_3, 2016,05,16, HellRaisers, dignitas, HellRaisers.rm.train; dignitas.rm.nuke; HellRaisers.pk.dust2; dignitas.pk.mirage; HellRaisers.rm.cbble; dignitas.rm.cache 
BO_3, 2016,05,16, dignitas, Orbit, dignitas.rm.dust2; Orbit.rm.overpass; dignitas.pk.mirage; Orbit.pk.cache; dignitas.rm.nuke; Orbit.rm.train 
BO_5, 2016,05,15, Luminosity, G2, Luminosity.rm.cache; G2.rm.mirage; Luminosity.pk.overpass; G2.pk.train; Luminosity.pk.cbble; G2.pk.dust2 
BO_3, 2016,05,15, ENCE, dignitas, ENCE.rm.overpass; dignitas.rm.dust2; ENCE.pk.train; dignitas.pk.cbble; ENCE.rm.cache; dignitas.rm.nuke 
BO_3, 2016,05,14, GODSENT, ENCE, GODSENT.rm.dust2; ENCE.rm.overpass; GODSENT.pk.train; ENCE.pk.cache; GODSENT.rm.nuke; ENCE.rm.cbble 
BO_3, 2016,05,14, fnatic, G2, fnatic.rm.dust2; G2.rm.mirage; fnatic.pk.inferno; G2.pk.cache; fnatic.rm.cbble; G2.rm.overpass 
