BO_3, 2016,08,06, Epsilon, SpaceSoldiers, Epsilon.rm.dust2; SpaceSoldiers.rm.nuke; Epsilon.pk.cache; SpaceSoldiers.pk.cbble; Epsilon.rm.train; SpaceSoldiers.rm.overpass 
BO_1, 2016,05,14, GODSENT, CSGL, GODSENT.rm.dust2; CSGL.rm.train; GODSENT.rm.nuke; CSGL.rm.mirage; GODSENT.rm.cache; CSGL.rm.overpass 
BO_3, 2016,05,14, Luminosity, NiP, Luminosity.rm.cache; NiP.rm.inferno; Luminosity.pk.overpass; NiP.pk.dust2; Luminosity.rm.train; NiP.rm.mirage 
BO_1, 2016,05,14, ENCE, GODSENT, ENCE.rm.overpass; GODSENT.rm.dust2; ENCE.rm.train; GODSENT.rm.cache; ENCE.rm.cbble; GODSENT.rm.nuke 
BO_3, 2016,05,14, Epsilon, Orbit, Epsilon.rm.cbble; Orbit.rm.overpass; Epsilon.pk.dust2; Orbit.pk.mirage; Epsilon.rm.cache; Orbit.rm.nuke 
BO_1, 2016,05,14, Epsilon, SK, Epsilon.rm.mirage; SK.rm.dust2; Epsilon.rm.cbble; SK.rm.cache; Epsilon.rm.nuke; SK.rm.train 
BO_1, 2016,05,14, dignitas, Orbit, dignitas.rm.cache; Orbit.rm.overpass; dignitas.rm.dust2; Orbit.rm.train; dignitas.rm.nuke; Orbit.rm.mirage 
BO_1, 2016,05,14, dignitas, Epsilon, dignitas.rm.dust2; Epsilon.rm.mirage; dignitas.rm.cache; Epsilon.rm.cbble; dignitas.rm.nuke; Epsilon.rm.train 
BO_1, 2016,05,14, Orbit, SK, Orbit.rm.overpass; SK.rm.dust2; Orbit.rm.train; SK.rm.cache; Orbit.rm.nuke; SK.rm.mirage 
BO_3, 2016,05,12, Liquid, fnatic, Liquid.rm.inferno; fnatic.rm.dust2; Liquid.pk.cache; fnatic.pk.mirage; Liquid.rm.train; fnatic.rm.cbble 
BO_3, 2016,05,12, OpTic, Luminosity, OpTic.rm.mirage; Luminosity.rm.cache; OpTic.pk.inferno; Luminosity.pk.overpass; OpTic.rm.train; Luminosity.rm.dust2 
BO_3, 2016,05,12, Liquid, Cloud9, Liquid.rm.inferno; Cloud9.rm.overpass; Liquid.pk.dust2; Cloud9.pk.cbble; Liquid.rm.train; Cloud9.rm.mirage 
BO_3, 2016,05,11, Astralis, Luminosity, Astralis.rm.cbble; Luminosity.rm.cache; Astralis.pk.dust2; Luminosity.pk.overpass; Astralis.rm.inferno; Luminosity.rm.mirage 
BO_1, 2016,05,11, fnatic, NiP, fnatic.rm.cache; NiP.rm.inferno; NiP.rm.mirage; fnatic.rm.overpass; fnatic.rm.cbble; NiP.rm.dust2 
BO_1, 2016,05,11, G2, OpTic, G2.rm.mirage; OpTic.rm.dust2; OpTic.rm.cache; G2.rm.inferno; G2.rm.overpass; OpTic.rm.train 
BO_1, 2016,05,11, Liquid, NiP, Liquid.rm.cache; NiP.rm.mirage; NiP.rm.overpass; Liquid.rm.train; Liquid.rm.inferno; NiP.rm.cbble 
BO_1, 2016,05,11, fnatic, Cloud9, fnatic.rm.cbble; Cloud9.rm.overpass; Cloud9.rm.train; fnatic.rm.dust2; fnatic.rm.cache; Cloud9.rm.mirage 
BO_1, 2016,05,11, G2, Luminosity, G2.pk.mirage; Luminosity.pk.cache; Luminosity.pk.dust2; G2.pk.overpass; G2.pk.inferno; Luminosity.pk.cbble 
BO_1, 2016,05,11, OpTic, Astralis, OpTic.rm.mirage; Astralis.rm.cache; Astralis.rm.cbble; OpTic.rm.dust2; OpTic.rm.overpass; Astralis.rm.train 
BO_3, 2016,05,08, Liquid, Luminosity, Liquid.rm.mirage; Luminosity.rm.cache; Liquid.pk.dust2; Luminosity.pk.train; Liquid.rm.inferno; Luminosity.rm.cbble 
BO_3, 2016,05,08, Cloud9, TempoStorm, Cloud9.rm.mirage; TempoStorm.rm.overpass; Cloud9.pk.cbble; TempoStorm.pk.inferno; Cloud9.rm.train; TempoStorm.rm.dust2 
BO_3, 2016,05,08, Liquid, Selfless, Liquid.rm.inferno; Selfless.rm.cbble; Liquid.pk.dust2; Selfless.pk.train; Liquid.rm.overpass; none 
BO_3, 2016,05,08, Cloud9, CLG, Cloud9.rm.overpass; CLG.rm.inferno; Cloud9.pk.cache; CLG.pk.mirage; Cloud9.rm.train; none 
BO_1, 2016,05,07, TempoStorm, Liquid, TempoStorm.rm.dust2; Liquid.rm.train; TempoStorm.rm.cache; Liquid.rm.inferno; TempoStorm.rm.overpass; Liquid.rm.mirage 
BO_1, 2016,05,07, Luminosity, Cloud9, Luminosity.rm.cache; Cloud9.rm.inferno; Luminosity.rm.cbble; Cloud9.rm.train; Luminosity.rm.dust2; Cloud9.rm.overpass 
BO_1, 2016,05,07, Selfless, Liquid, Selfless.rm.cbble; Liquid.rm.train; Selfless.rm.dust2; Liquid.rm.inferno; Selfless.rm.cache; Liquid.rm.overpass 
BO_1, 2016,05,07, Cloud9, CLG, Cloud9.rm.overpass; CLG.rm.inferno; Cloud9.rm.dust2; CLG.rm.cache; Cloud9.rm.train; CLG.rm.mirage 
BO_5, 2016,05,01, SK, TempoStorm, SK.rm.inferno; TempoStorm.rm.overpass; SK.pk.cache; TempoStorm.pk.dust2; SK.pk.mirage; TempoStorm.pk.cbble 
BO_5, 2016,04,30, TempoStorm, Virtus.pro, TempoStorm.rm.overpass; Virtus.pro.rm.cbble; TempoStorm.pk.dust2; Virtus.pro.pk.train; TempoStorm.pk.inferno; Virtus.pro.pk.cache 
BO_5, 2016,04,30, HellRaisers, SK, HellRaisers.rm.train; SK.rm.inferno; HellRaisers.pk.dust2; SK.pk.overpass; HellRaisers.pk.cbble; SK.pk.mirage 
BO_3, 2016,04,29, Virtus.pro, OpTic, Virtus.pro.rm.dust2; OpTic.rm.train; Virtus.pro.pk.mirage; OpTic.pk.inferno; none; none 
BO_3, 2016,04,29, dignitas, SK, dignitas.rm.dust2; SK.rm.inferno; dignitas.pk.cbble; SK.pk.overpass; none; none 
BO_3, 2016,04,29, Virtus.pro, HellRaisers, Virtus.pro.rm.dust2; HellRaisers.rm.train; Virtus.pro.pk.mirage; HellRaisers.pk.cbble; none; none 
BO_3, 2016,04,29, dignitas, TempoStorm, dignitas.rm.dust2; TempoStorm.rm.overpass; dignitas.pk.mirage; TempoStorm.pk.cbble; none; none 
BO_3, 2016,04,29, Splyce, OpTic, Splyce.rm.inferno; OpTic.rm.dust2; Splyce.pk.mirage; OpTic.pk.train; none; none 
BO_3, 2016,04,28, SK, Selfless, SK.rm.inferno; Selfless.rm.cbble; SK.pk.overpass; Selfless.pk.cache; none; none 
BO_3, 2016,04,28, HellRaisers, OpTic, HellRaisers.rm.train; OpTic.rm.dust2; HellRaisers.pk.cbble; OpTic.pk.cache; none; none 
BO_3, 2016,04,28, Selfless, dignitas, Selfless.rm.cbble; dignitas.rm.dust2; Selfless.pk.inferno; dignitas.pk.mirage; none; none 
BO_3, 2016,04,28, Virtus.pro, Splyce, Virtus.pro.rm.dust2; Splyce.rm.train; Virtus.pro.pk.mirage; Splyce.pk.cbble; none; none 
BO_3, 2016,04,28, SK, TempoStorm, SK.rm.inferno; TempoStorm.rm.overpass; SK.pk.train; TempoStorm.pk.cbble; none; none 
BO_3, 2016,04,17, NatusVincere, NiP, NatusVincere.rm.cache; NiP.rm.train; NatusVincere.pk.dust2; NiP.pk.cbble; NatusVincere.rm.overpass; NiP.rm.inferno 
BO_3, 2016,04,17, NiP, GODSENT, NiP.rm.inferno; GODSENT.rm.cache; NiP.pk.cbble; GODSENT.pk.train; NiP.rm.overpass; GODSENT.rm.dust2 
BO_3, 2016,04,17, NatusVincere, EnVyUs, NatusVincere.rm.cache; EnVyUs.rm.overpass; NatusVincere.pk.dust2; EnVyUs.pk.inferno; NatusVincere.rm.mirage; EnVyUs.rm.train 
BO_3, 2016,04,16, NiP, Virtus.pro, NiP.rm.overpass; Virtus.pro.rm.dust2; NiP.pk.cache; Virtus.pro.pk.train; NiP.rm.inferno; Virtus.pro.rm.cbble 
BO_3, 2016,04,16, mousesports, GODSENT, mousesports.rm.overpass; GODSENT.rm.cbble; mousesports.pk.cache; GODSENT.pk.inferno; mousesports.rm.train; GODSENT.rm.dust2 
BO_3, 2016,04,16, EnVyUs, dignitas, EnVyUs.rm.overpass; dignitas.rm.dust2; EnVyUs.pk.inferno; dignitas.pk.mirage; EnVyUs.rm.train; dignitas.rm.cache 
BO_3, 2016,04,14, TempoStorm, EnVyUs, TempoStorm.rm.cache; EnVyUs.rm.overpass; TempoStorm.pk.dust2; EnVyUs.pk.inferno; TempoStorm.rm.train; EnVyUs.rm.mirage 
BO_3, 2016,04,14, NiP, Astralis, NiP.rm.overpass; Astralis.rm.cbble; NiP.pk.cache; Astralis.pk.inferno; NiP.rm.dust2; Astralis.rm.mirage 
BO_3, 2016,04,14, GODSENT, CLG, GODSENT.rm.dust2; CLG.rm.inferno; GODSENT.pk.overpass; CLG.pk.cache; GODSENT.rm.train; CLG.rm.cbble 
BO_1, 2016,04,13, Virtus.pro, TempoStorm, Virtus.pro.rm.cbble; TempoStorm.rm.cache; Virtus.pro.rm.dust2; TempoStorm.rm.train; Virtus.pro.rm.inferno; TempoStorm.rm.overpass 
BO_1, 2016,04,13, Astralis, dignitas, Astralis.rm.cbble; dignitas.rm.dust2; Astralis.rm.mirage; dignitas.rm.train; Astralis.rm.inferno; dignitas.rm.overpass 
BO_1, 2016,04,13, Luminosity, mousesports, Luminosity.rm.mirage; mousesports.rm.overpass; Luminosity.rm.cbble; mousesports.rm.inferno; Luminosity.rm.dust2; mousesports.rm.train 
BO_1, 2016,04,13, FaZe, EnVyUs, FaZe.rm.cbble; EnVyUs.rm.dust2; FaZe.rm.overpass; EnVyUs.rm.mirage; FaZe.rm.inferno; EnVyUs.rm.train 
BO_1, 2016,04,13, NiP, CSGL, NiP.rm.cbble; CSGL.rm.inferno; NiP.rm.dust2; CSGL.rm.train; NiP.rm.overpass; CSGL.rm.mirage 
BO_1, 2016,04,13, GODSENT, G2, GODSENT.rm.dust2; G2.rm.cbble; GODSENT.rm.cache; G2.rm.mirage; GODSENT.rm.inferno; G2.rm.overpass 
BO_1, 2016,04,13, Liquid, TyLoo, Liquid.rm.inferno; TyLoo.rm.cache; Liquid.rm.mirage; TyLoo.rm.overpass; Liquid.rm.train; TyLoo.rm.dust2 
BO_1, 2016,04,12, TempoStorm, EnVyUs, TempoStorm.rm.cache; EnVyUs.rm.overpass; TempoStorm.rm.train; EnVyUs.rm.mirage; TempoStorm.rm.inferno; EnVyUs.rm.dust2 
BO_1, 2016,04,12, FaZe, Virtus.pro, FaZe.rm.overpass; Virtus.pro.rm.dust2; FaZe.rm.cbble; Virtus.pro.rm.inferno; FaZe.rm.cache; Virtus.pro.rm.mirage 
BO_1, 2016,04,12, NiP, dignitas, NiP.rm.inferno; dignitas.rm.cache; NiP.rm.cbble; dignitas.rm.train; NiP.rm.mirage; dignitas.rm.dust2 
BO_1, 2016,04,12, CSGL, Astralis, CSGL.rm.inferno; Astralis.rm.cbble; CSGL.rm.dust2; Astralis.rm.cache; CSGL.rm.overpass; Astralis.rm.train 
BO_1, 2016,04,12, CLG, G2, CLG.rm.inferno; G2.rm.cbble; CLG.rm.cache; G2.rm.mirage; CLG.rm.train; G2.rm.overpass 
BO_1, 2016,04,12, GODSENT, NatusVincere, GODSENT.rm.dust2; NatusVincere.rm.cache; GODSENT.rm.cbble; NatusVincere.rm.inferno; GODSENT.rm.mirage; NatusVincere.rm.overpass 
BO_1, 2016,04,12, Liquid, mousesports, Liquid.rm.inferno; mousesports.rm.overpass; Liquid.rm.train; mousesports.rm.cbble; Liquid.rm.mirage; mousesports.rm.cache 
BO_3, 2016,04,02, Luminosity, Liquid, Luminosity.rm.dust2; Liquid.rm.inferno; Luminosity.pk.mirage; Liquid.pk.cache; none; none 
BO_3, 2016,04,02, Astralis, NatusVincere, Astralis.rm.cbble; NatusVincere.rm.cache; Astralis.pk.inferno; NatusVincere.pk.dust2; none; none 
BO_3, 2016,04,02, Virtus.pro, Luminosity, Virtus.pro.rm.inferno; Luminosity.rm.dust2; Virtus.pro.pk.cache; Luminosity.pk.cbble; none; none 
BO_3, 2016,04,01, Liquid, CLG, Liquid.rm.overpass; CLG.rm.dust2; Liquid.pk.cache; CLG.pk.mirage; none; none 
BO_3, 2016,04,01, Astralis, fnatic, Astralis.rm.cbble; fnatic.rm.dust2; Astralis.pk.overpass; fnatic.pk.cache; none; none 
BO_3, 2016,04,01, NiP, NatusVincere, NiP.rm.train; NatusVincere.rm.cache; NiP.pk.inferno; NatusVincere.pk.mirage; none; none 
BO_3, 2016,04,01, Virtus.pro, G2, Virtus.pro.rm.dust2; G2.rm.mirage; Virtus.pro.pk.train; G2.pk.inferno; none; none 
BO_3, 2016,03,31, Gambit, CLG, Gambit.rm.overpass; CLG.rm.inferno; Gambit.pk.cache; CLG.pk.cbble; none; none 
BO_3, 2016,03,31, FaZe, fnatic, FaZe.rm.overpass; fnatic.rm.dust2; FaZe.pk.mirage; fnatic.pk.cbble; none; none 
BO_3, 2016,03,31, mousesports, NiP, mousesports.rm.train; NiP.rm.mirage; mousesports.pk.cbble; NiP.pk.cache; none; none 
BO_1, 2016,03,31, NatusVincere, Virtus.pro, NatusVincere.rm.cache; Virtus.pro.rm.dust2; NatusVincere.rm.train; Virtus.pro.rm.overpass; NatusVincere.rm.inferno; none 
BO_1, 2016,03,31, Astralis, CLG, Astralis.rm.cbble; CLG.rm.inferno; Astralis.rm.cache; Astralis.rm.train; none; none 
BO_1, 2016,03,30, fnatic, Liquid, fnatic.rm.mirage; Liquid.rm.inferno; fnatic.rm.cache; Liquid.rm.train; fnatic.rm.cbble; none 
BO_1, 2016,03,30, NiP, Luminosity, NiP.rm.train; Luminosity.rm.dust2; NiP.rm.overpass; Luminosity.rm.cache; NiP.rm.inferno; none 
BO_1, 2016,03,30, G2, Cloud9, G2.rm.cbble; Cloud9.rm.inferno; G2.rm.mirage; Cloud9.rm.overpass; G2.rm.train; none 
BO_1, 2016,03,30, EnVyUs, Gambit, EnVyUs.rm.train; Gambit.rm.inferno; EnVyUs.rm.dust2; Gambit.rm.overpass; EnVyUs.rm.mirage; none 
BO_1, 2016,03,30, FaZe, Splyce, FaZe.rm.cbble; Splyce.rm.train; FaZe.rm.cache; Splyce.rm.mirage; FaZe.rm.overpass; none 
BO_1, 2016,03,30, mousesports, FlipSid3, mousesports.rm.train; FlipSid3.rm.dust2; mousesports.rm.inferno; FlipSid3.rm.cache; mousesports.rm.overpass; none 
BO_1, 2016,03,30, NatusVincere, Cloud9, NatusVincere.rm.cache; Cloud9.rm.mirage; NatusVincere.rm.dust2; Cloud9.rm.inferno; NatusVincere.rm.cbble; none 
BO_1, 2016,03,29, Astralis, Gambit, Astralis.rm.cbble; Gambit.rm.overpass; Astralis.rm.cache; Gambit.rm.mirage; Astralis.rm.inferno; none 
BO_1, 2016,03,29, EnVyUs, CLG, EnVyUs.rm.overpass; CLG.rm.inferno; EnVyUs.rm.dust2; CLG.rm.cache; EnVyUs.rm.train; none 
BO_1, 2016,03,29, fnatic, Splyce, fnatic.rm.cache; Splyce.rm.inferno; fnatic.rm.mirage; Splyce.rm.overpass; fnatic.rm.dust2; none 
BO_1, 2016,03,29, FaZe, Liquid, FaZe.rm.overpass; Liquid.rm.inferno; FaZe.rm.cbble; Liquid.rm.mirage; FaZe.rm.dust2; none 
BO_1, 2016,03,29, mousesports, Luminosity, mousesports.rm.train; Luminosity.rm.dust2; mousesports.rm.overpass; Luminosity.rm.cache; mousesports.rm.inferno; none 
BO_1, 2016,03,29, NiP, FlipSid3, NiP.rm.overpass; FlipSid3.rm.inferno; NiP.rm.mirage; FlipSid3.rm.dust2; NiP.rm.train; none 
BO_3, 2016,03,18, Astralis, NatusVincere, Astralis.rm.cbble; NatusVincere.rm.cache; NatusVincere.pk.train; Astralis.pk.inferno; NatusVincere.rm.overpass; Astralis.rm.dust2 
BO_3, 2016,03,18, Astralis, NRG, Astralis.rm.cbble; NRG.rm.overpass; NRG.pk.dust2; Astralis.pk.train; NRG.rm.inferno; Astralis.rm.cache 
BO_3, 2016,03,18, Virtus.pro, NatusVincere, Virtus.pro.rm.dust2; NatusVincere.rm.cache; NatusVincere.pk.overpass; Virtus.pro.pk.train; NatusVincere.rm.inferno; Virtus.pro.rm.cbble 
BO_3, 2016,03,17, EnVyUs, NRG, EnVyUs.rm.overpass; NRG.rm.inferno; NRG.pk.dust2; EnVyUs.pk.cbble; NRG.rm.cache; EnVyUs.rm.train 
BO_3, 2016,03,17, Astralis, Torpedo, Astralis.rm.cbble; Torpedo.rm.overpass; Torpedo.pk.cache; Astralis.pk.dust2; Torpedo.rm.inferno; Astralis.rm.mirage 
BO_3, 2016,03,17, NatusVincere, FlipSid3, NatusVincere.rm.cache; FlipSid3.rm.dust2; FlipSid3.pk.train; NatusVincere.pk.overpass; NatusVincere.rm.cbble; none 
BO_3, 2016,03,17, Immunity, Virtus.pro, Immunity.rm.cbble; Virtus.pro.rm.overpass; Virtus.pro.pk.inferno; Immunity.pk.dust2; Virtus.pro.rm.mirage; Immunity.rm.train 
BO_5, 2016,03,05, Luminosity, fnatic, Luminosity.rm.dust2; fnatic.rm.mirage; Luminosity.pk.overpass; fnatic.pk.cache; Luminosity.pk.inferno; fnatic.pk.cbble 
BO_3, 2016,03,04, Astralis, fnatic, Astralis.rm.cbble; fnatic.rm.mirage; Astralis.pk.overpass; fnatic.pk.cache; Astralis.rm.dust2; fnatic.rm.train 
BO_3, 2016,03,04, Virtus.pro, fnatic, Virtus.pro.rm.dust2; fnatic.rm.mirage; Virtus.pro.pk.train; fnatic.pk.inferno; Virtus.pro.rm.cbble; fnatic.rm.cache 
BO_1, 2016,03,03, E-frag.net, EnVyUs, E-frag.net.rm.train; EnVyUs.rm.mirage; EnVyUs.rm.overpass; E-frag.net.rm.dust2; E-frag.net.rm.cbble; EnVyUs.rm.inferno 
BO_1, 2016,03,03, Virtus.pro, FaZe, Virtus.pro.rm.dust2; FaZe.rm.cbble; FaZe.rm.inferno; Virtus.pro.rm.train; Virtus.pro.rm.cache; FaZe.rm.overpass 
BO_1, 2016,03,03, TempoStorm, Astralis, TempoStorm.rm.overpass; Astralis.rm.cbble; Astralis.rm.mirage; TempoStorm.rm.train; TempoStorm.rm.inferno; Astralis.rm.dust2 
BO_1, 2016,03,03, E-frag.net, Virtus.pro, E-frag.net.rm.mirage; Virtus.pro.rm.dust2; Virtus.pro.rm.inferno; E-frag.net.rm.train; E-frag.net.rm.cbble; Virtus.pro.rm.cache 
BO_1, 2016,03,03, TempoStorm, EnVyUs, TempoStorm.rm.cache; EnVyUs.rm.cbble; EnVyUs.rm.inferno; TempoStorm.rm.overpass; TempoStorm.rm.train; EnVyUs.rm.dust2 
BO_1, 2016,03,03, Virtus.pro, TempoStorm, Virtus.pro.rm.dust2; TempoStorm.rm.cache; TempoStorm.rm.train; Virtus.pro.rm.inferno; Virtus.pro.rm.overpass; TempoStorm.rm.mirage 
BO_1, 2016,03,03, FaZe, Astralis, FaZe.rm.overpass; Astralis.rm.train; Astralis.rm.cache; FaZe.rm.mirage; FaZe.rm.dust2; Astralis.rm.cbble 
BO_1, 2016,03,03, EnVyUs, FaZe, EnVyUs.rm.dust2; FaZe.rm.overpass; FaZe.rm.cbble; EnVyUs.rm.inferno; EnVyUs.rm.mirage; FaZe.rm.cache 
BO_1, 2016,03,03, E-frag.net, Astralis, E-frag.net.rm.inferno; Astralis.rm.cache; Astralis.rm.cbble; E-frag.net.rm.train; E-frag.net.rm.overpass; Astralis.rm.dust2 
BO_1, 2016,03,03, TempoStorm, FaZe, TempoStorm.rm.cache; FaZe.rm.cbble; FaZe.rm.inferno; TempoStorm.rm.overpass; TempoStorm.rm.train; FaZe.rm.mirage 
BO_1, 2016,03,03, EnVyUs, Virtus.pro, EnVyUs.rm.overpass; Virtus.pro.rm.inferno; Virtus.pro.rm.cbble; EnVyUs.rm.dust2; EnVyUs.rm.train; Virtus.pro.rm.mirage 
BO_1, 2016,03,03, Astralis, Virtus.pro, Astralis.rm.cbble; Virtus.pro.rm.dust2; Virtus.pro.rm.inferno; Astralis.rm.cache; Astralis.rm.train; Virtus.pro.rm.mirage 
BO_1, 2016,03,03, EnVyUs, Astralis, EnVyUs.rm.dust2; Astralis.rm.cbble; Astralis.rm.cache; EnVyUs.rm.overpass; EnVyUs.rm.mirage; Astralis.rm.inferno 
BO_1, 2016,03,03, E-frag.net, FaZe, E-frag.net.rm.mirage; FaZe.rm.cbble; FaZe.rm.inferno; E-frag.net.rm.train; E-frag.net.rm.dust2; FaZe.rm.overpass 
BO_1, 2016,03,02, fnatic, mousesports, fnatic.rm.mirage; mousesports.rm.train; mousesports.rm.inferno; fnatic.rm.cbble; fnatic.rm.overpass; mousesports.rm.cache 
BO_1, 2016,03,02, NiP, Luminosity, NiP.rm.cbble; Luminosity.rm.dust2; Luminosity.rm.cache; NiP.rm.overpass; NiP.rm.train; Luminosity.rm.inferno 
BO_1, 2016,03,02, fnatic, TheMongolz, fnatic.rm.mirage; TheMongolz.rm.overpass; TheMongolz.rm.train; fnatic.rm.inferno; fnatic.rm.cbble; TheMongolz.rm.dust2 
BO_1, 2016,03,02, mousesports, Luminosity, mousesports.rm.train; Luminosity.rm.dust2; Luminosity.rm.cache; mousesports.rm.inferno; mousesports.rm.overpass; Luminosity.rm.mirage 
BO_1, 2016,03,02, NatusVincere, NiP, NatusVincere.rm.cache; NiP.rm.cbble; NiP.rm.dust2; NatusVincere.rm.inferno; NatusVincere.rm.mirage; NiP.rm.train 
BO_1, 2016,03,02, fnatic, NiP, fnatic.rm.mirage; NiP.rm.cbble; NiP.rm.dust2; fnatic.rm.cache; fnatic.rm.train; NiP.rm.overpass 
BO_1, 2016,03,02, NatusVincere, mousesports, NatusVincere.rm.cache; mousesports.rm.train; mousesports.rm.inferno; NatusVincere.rm.dust2; NatusVincere.rm.mirage; mousesports.rm.overpass 
BO_1, 2016,03,02, NiP, TheMongolz, NiP.rm.cbble; TheMongolz.rm.overpass; TheMongolz.rm.train; NiP.rm.inferno; NiP.rm.cache; TheMongolz.rm.dust2 
BO_1, 2016,03,02, Luminosity, fnatic, Luminosity.rm.dust2; fnatic.rm.mirage; fnatic.rm.train; Luminosity.rm.cbble; Luminosity.rm.cache; fnatic.rm.overpass 
BO_1, 2016,03,02, TheMongolz, mousesports, TheMongolz.rm.train; mousesports.rm.overpass; mousesports.rm.inferno; TheMongolz.rm.mirage; TheMongolz.rm.cache; mousesports.rm.cbble 
BO_1, 2016,03,02, mousesports, NiP, mousesports.rm.cbble; NiP.rm.train; NiP.rm.inferno; mousesports.rm.dust2; mousesports.rm.overpass; NiP.rm.cache 
BO_1, 2016,03,02, NatusVincere, fnatic, NatusVincere.rm.cache; fnatic.rm.mirage; fnatic.rm.train; NatusVincere.rm.inferno; NatusVincere.rm.cbble; fnatic.rm.overpass 
BO_3, 2016,02,28, Renegades, Cloud9, Renegades.rm.overpass; Cloud9.rm.inferno; Renegades.pk.mirage; Cloud9.pk.cache; none; none 
BO_3, 2016,02,28, TempoStorm, FlipSid3, TempoStorm.rm.overpass; FlipSid3.rm.dust2; TempoStorm.pk.cache; FlipSid3.pk.train; none; none 
BO_3, 2016,02,27, Liquid, HellRaisers, Liquid.rm.inferno; HellRaisers.rm.train; Liquid.pk.cache; HellRaisers.pk.overpass; none; none 
BO_1, 2016,02,27, Renegades, Gambit, Renegades.rm.cache; Gambit.rm.dust2; Renegades.rm.overpass; Gambit.rm.inferno; none; none 
BO_1, 2016,02,27, Cloud9, dignitas, Cloud9.rm.mirage; dignitas.rm.dust2; Cloud9.rm.cbble; dignitas.rm.train; none; none 
BO_1, 2016,02,27, CLG, SK, CLG.rm.inferno; SK.rm.dust2; CLG.rm.train; SK.rm.cache; none; none 
BO_1, 2016,02,27, G2, FlipSid3, G2.rm.mirage; FlipSid3.rm.dust2; G2.rm.cbble; FlipSid3.rm.cache; none; none 
BO_1, 2016,02,27, Cloud9, Gambit, Cloud9.rm.inferno; Gambit.rm.dust2; Cloud9.rm.mirage; Gambit.rm.overpass; none; none 
BO_1, 2016,02,27, Renegades, dignitas, Renegades.rm.cbble; dignitas.rm.dust2; Renegades.rm.overpass; dignitas.rm.cache; none; none 
BO_1, 2016,02,26, HellRaisers, mousesports, HellRaisers.rm.cache; mousesports.rm.inferno; HellRaisers.rm.train; mousesports.rm.overpass; none; none 
BO_1, 2016,02,26, YP, Liquid, YP.rm.train; Liquid.rm.inferno; YP.rm.dust2; Liquid.rm.cbble; none; none 
BO_1, 2016,02,26, TempoStorm, G2, TempoStorm.rm.train; G2.rm.mirage; TempoStorm.rm.overpass; G2.rm.cbble; none; none 
BO_1, 2016,02,26, FlipSid3, Selfless, FlipSid3.rm.dust2; Selfless.rm.cbble; FlipSid3.rm.cache; Selfless.rm.train; none; none 
BO_1, 2016,02,26, mousesports, YP, mousesports.rm.inferno; YP.rm.dust2; mousesports.rm.train; YP.rm.overpass; none; none 
BO_1, 2016,02,26, Liquid, HellRaisers, Liquid.rm.inferno; HellRaisers.rm.train; Liquid.rm.cbble; HellRaisers.rm.cache; none; none 
BO_1, 2016,02,26, SK, Vexed, SK.rm.inferno; Vexed.rm.overpass; SK.rm.dust2; Vexed.rm.cache; none; none 
BO_1, 2016,02,21, fnatic, Astralis, fnatic.rm.overpass; Astralis.rm.cbble; Astralis.rm.cache; fnatic.rm.mirage; fnatic.rm.train; Astralis.rm.dust2 
BO_1, 2016,02,21, Astralis, fnatic, Astralis.rm.cbble; fnatic.rm.mirage; fnatic.rm.overpass; Astralis.rm.inferno; Astralis.rm.cache; fnatic.rm.train 
BO_1, 2016,02,21, fnatic, G2, fnatic.rm.cache; G2.rm.mirage; G2.rm.cbble; fnatic.rm.train; fnatic.rm.dust2; G2.rm.inferno 
BO_1, 2016,02,21, G2, fnatic, G2.rm.mirage; fnatic.rm.cache; fnatic.rm.train; G2.rm.overpass; G2.rm.cbble; fnatic.rm.dust2 
BO_1, 2016,02,21, dignitas, Astralis, dignitas.rm.dust2; Astralis.rm.cbble; Astralis.rm.cache; dignitas.rm.inferno; dignitas.rm.train; Astralis.rm.mirage 
BO_1, 2016,02,21, Astralis, dignitas, Astralis.rm.cbble; dignitas.rm.dust2; dignitas.rm.inferno; Astralis.rm.cache; Astralis.rm.train; dignitas.rm.overpass 
BO_1, 2016,02,20, fnatic, EnVyUs, fnatic.rm.cache; EnVyUs.rm.dust2; EnVyUs.rm.overpass; fnatic.rm.mirage; fnatic.rm.cbble; EnVyUs.rm.inferno 
BO_1, 2016,02,20, G2, Astralis, G2.rm.mirage; Astralis.rm.cbble; Astralis.rm.train; G2.rm.overpass; G2.rm.cache; Astralis.rm.inferno 
BO_1, 2016,02,20, Vexed, dignitas, Vexed.rm.cache; dignitas.rm.dust2; dignitas.rm.train; Vexed.rm.mirage; Vexed.rm.inferno; dignitas.rm.overpass 
BO_1, 2016,02,20, Astralis, EnVyUs, Astralis.rm.cbble; EnVyUs.rm.dust2; EnVyUs.rm.overpass; Astralis.rm.cache; Astralis.rm.train; EnVyUs.rm.inferno 
BO_1, 2016,02,20, fnatic, dignitas, fnatic.rm.mirage; dignitas.rm.dust2; dignitas.rm.cache; fnatic.rm.train; fnatic.rm.overpass; dignitas.rm.inferno 
BO_1, 2016,02,20, G2, Vexed, G2.rm.mirage; Vexed.rm.cache; Vexed.rm.inferno; G2.rm.cbble; G2.rm.train; Vexed.rm.dust2 
BO_1, 2016,02,20, gBots, EnVyUs, gBots.rm.overpass; EnVyUs.rm.dust2; EnVyUs.rm.inferno; gBots.rm.cache; gBots.rm.train; EnVyUs.rm.cbble 
