2016,07,29, 000, 14, 001, 16, 02, 00 
2016,07,29, 000, 04, 001, 16, 03, 00 
2016,07,21, 000, 16, 002, 14, 03, 00 
2016,07,21, 000, 09, 002, 16, 01, 00 
2016,07,21, 000, 19, 002, 15, 04, 00 
2016,07,08, 000, 06, 003, 16, 03, 01 
2016,07,08, 000, 12, 003, 16, 05, 01 
2016,07,08, 000, 16, 003, 11, 02, 01 
2016,07,06, 000, 16, 004, 12, 03, 01 
2016,07,05, 000, 16, 005, 07, 02, 01 
2016,06,25, 000, 16, 005, 02, 00, 00 
2016,06,25, 000, 16, 005, 13, 02, 00 
2016,06,23, 000, 16, 006, 04, 04, 00 
2016,06,23, 000, 16, 006, 09, 05, 00 
2016,06,22, 000, 16, 005, 06, 02, 00 
2016,06,22, 000, 16, 005, 08, 04, 00 
2016,06,21, 000, 16, 007, 06, 03, 00 
2016,06,21, 000, 06, 007, 16, 00, 00 
2016,06,21, 000, 11, 006, 16, 01, 00 
2016,06,21, 000, 16, 006, 06, 02, 00 
2016,06,05, 000, 04, 008, 16, 02, 02 
2016,06,05, 000, 18, 008, 22, 00, 02 
2016,05,22, 000, 10, 008, 16, 03, 03 
2016,05,22, 000, 16, 008, 08, 02, 03 
2016,05,22, 000, 11, 008, 16, 06, 03 
2016,05,22, 000, 16, 009, 12, 03, 03 
2016,05,22, 000, 16, 009, 09, 04, 03 
2016,05,21, 000, 16, 010, 14, 00, 03 
2016,05,21, 000, 16, 010, 12, 03, 03 
2016,05,21, 000, 16, 011, 13, 00, 03 
2016,05,21, 000, 16, 011, 08, 04, 03 
2016,05,20, 000, 16, 005, 09, 03, 03 
2016,05,20, 000, 16, 005, 14, 04, 03 
2016,05,20, 000, 04, 005, 16, 02, 03 
2016,05,19, 000, 17, 009, 19, 02, 03 
2016,05,19, 000, 09, 009, 16, 00, 03 
2016,05,19, 000, 16, 009, 11, 04, 03 
2016,04,26, 000, 10, 007, 16, 07, 04 
2016,04,26, 000, 16, 007, 10, 01, 04 
2016,04,20, 000, 03, 012, 16, 04, 04 
2016,04,20, 000, 19, 012, 16, 02, 04 
2016,04,20, 000, 08, 005, 16, 03, 04 
2016,04,20, 000, 16, 005, 12, 02, 04 
2016,04,19, 000, 16, 001, 13, 03, 04 
2016,04,19, 000, 11, 001, 16, 04, 04 
2016,04,17, 000, 14, 004, 16, 03, 05 
2016,04,17, 000, 14, 004, 16, 01, 05 
2016,04,17, 000, 16, 013, 02, 06, 05 
2016,04,17, 000, 16, 013, 07, 01, 05 
2016,04,16, 000, 16, 014, 05, 00, 05 
2016,04,16, 000, 16, 014, 10, 06, 05 
2016,04,13, 000, 19, 015, 15, 01, 05 
2016,04,12, 000, 16, 010, 11, 02, 05 
2016,04,03, 000, 02, 016, 16, 04, 06 
2016,04,03, 000, 17, 016, 19, 00, 06 
2016,04,02, 000, 16, 017, 05, 01, 06 
2016,04,02, 000, 16, 017, 14, 06, 06 
2016,04,01, 000, 16, 004, 10, 00, 06 
2016,04,01, 000, 16, 004, 09, 06, 06 
2016,03,31, 000, 16, 008, 04, 03, 06 
2016,03,29, 000, 16, 002, 09, 02, 06 
2016,03,20, 000, 16, 013, 07, 03, 04 
2016,03,20, 000, 16, 013, 11, 02, 04 
2016,03,18, 000, 16, 017, 05, 00, 07 
2016,03,18, 000, 12, 017, 16, 06, 07 
2016,03,18, 000, 16, 017, 09, 02, 07 
2016,03,18, 000, 16, 008, 12, 02, 07 
2016,03,18, 000, 16, 008, 14, 04, 07 
2016,03,17, 000, 16, 005, 06, 00, 07 
2016,03,17, 000, 09, 005, 16, 04, 07 
2016,03,17, 000, 16, 005, 10, 02, 07 
2016,03,15, 000, 16, 018, 03, 04, 04 
2016,03,15, 000, 16, 018, 14, 00, 04 
2016,03,10, 000, 16, 019, 12, 00, 04 
2016,03,10, 000, 19, 019, 17, 01, 04 
2016,03,04, 000, 12, 016, 16, 06, 08 
2016,03,04, 000, 19, 016, 22, 04, 08 
2016,03,04, 000, 16, 020, 13, 00, 08 
